Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Novelty,Diversity,,,Tanimoto_Similarity,Tissue_Activity
OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,O=C([C@H](O)c1ccc(Br)cc1)[C@@H](O)c1ccccc1,kidney,Rat,Human,0.494366197,0.013005185,1,0.437810945,,,,
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,CC(=O)NCCc1ccc(OCC(F)(F)F)cc1C,prostate,Rat,Human,0.330769231,0.530319214,1,0.544444444,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(=O)NCc1ccc(OC2CCN(C(=O)c3ccc(F)cc3)CC2)cc1,prostate,Rat,Human,0.354716981,0.491019249,1,0.544444444,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CN(CC(=O)N(C)C[C@@H]1CCCN1C(=O)c1ccccc1)N(C)Cc1ccccc1,kidney,Rat,Human,0.493617021,0.014467405,1,0.437810945,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",O=C1N[C@H](c2cccc(OCc3ccccc3)c2)Oc2ccccc21,kidney,Rat,Human,0.442592593,0.123743072,1,0.437810945,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,COc1ccc(C(=O)NC(C)(C)C)cc1OC,prostate,Rat,Human,0.330769231,0.406652391,1,0.544444444,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",O=C1N[C@H](c2cccc(OCc3ccccc3)c2)Oc2ccccc21,kidney,Rat,Human,0.442592593,0.123743072,1,0.437810945,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CCN(CC)S(=O)(=O)[C@@H]1CCC(=O)N(c2ncc(C)cc2)C1,kidney,Rat,Human,0.325,0.027714482,1,0.437810945,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COc1ccc([C@@H]2CC(=O)N(Cc3ccc4c(c3)OCO4)C2)cc1OC,kidney,Rat,Human,0.441880342,0.009039382,1,0.437810945,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCC[C@@H](C#N)NC(=O)Nc1ccc(C#N)cc1,prostate,Rat,Human,0.35,0.483265758,1,0.544444444,,,,
Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,COc1cccc(CN(C)C(=O)Nc2nccn2C)c1,kidney,Rat,Human,0.341134752,0.039628893,1,0.437810945,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,Cc1ccc(NC(=O)[C@H](C)Oc2c(C)csc2C)cc1C,brain,Rat,Human,0.223595506,0.583461523,1,0.944444444,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",O=C1N[C@H](c2cccc(OCc3ccccc3)c2)Oc2ccccc21,kidney,Rat,Human,0.442592593,0.123743072,1,0.437810945,,,,
ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,Cc1cc(Oc2ccccc2Cl)n(C(C)=O)n1,brain,Rat,Human,0.360273973,0.149286598,1,0.944444444,,,,
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,COC[C@@](C)(O)C(=O)Nc1cc2cc(F)ccc2o1,kidney,Rat,Human,0.37,0.0844175,1,0.437810945,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1F,kidney,Rat,Human,0.34025974,0.041230198,1,0.437810945,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,CC1(C)CCCN1[C@H]1CCC[NH+](Cc2ccc(C)c(F)c2)C1,prostate,Rat,Human,0.252380952,0.482687294,1,0.544444444,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,Cc1ccc(NC(=O)[C@H](C)Oc2c(C)csc2C)cc1C,brain,Rat,Human,0.223595506,0.583461523,1,0.944444444,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,O=C(Nc1ccsc1)c1ccc(OCC(F)(F)F)cc1,kidney,Rat,Human,0.333766234,0.116253592,1,0.437810945,,,,
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,CC(C)[C@H](C)NC(=O)c1ccccc1-c1ccc(OC)cc1,kidney,Rat,Human,0.32826087,0.089195535,1,0.437810945,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,O=C(Nc1ccsc1)c1ccc(OC(F)(F)F)cc1,kidney,Rat,Human,0.29047619,0.115447454,1,0.437810945,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,O=C([C@H](O)c1ccc(Br)cc1)[C@@H](O)c1ccccc1,kidney,Rat,Human,0.491304348,0.013005185,1,0.437810945,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1ccccc1NCCc1ccccc1,prostate,Rat,Human,0.484615385,0.477130026,1,0.544444444,,,,
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,C[C@@H]1CCCC[C@H]1NC(=O)CN1CCc2ccccc2[nH]1,brain,Rat,Human,0.206382979,0.35518378,1,0.944444444,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCCc1nnc(NC(=O)Nc2cc(C)sc2CC)s1,kidney,Rat,Human,0.172,0.006411004,1,0.437810945,,,,
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,Cc1ccsc1CNC(=O)CCc1ccsc1,kidney,Rat,Human,0.370588235,0.062834516,1,0.437810945,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CCCC(=O)N1CCN(C(=O)c2cccc3ccccc23)CC1,prostate,Rat,Human,0.296261682,0.32934767,1,0.544444444,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CS(=O)(=O)c1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1F,kidney,Rat,Human,0.34025974,0.041230198,1,0.437810945,,,,
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,N#Cc1ccc(OCC(=O)Nc2ccccc2N2CCc3ccccc32)cc1,kidney,Rat,Human,0.372727273,0.029734811,1,0.437810945,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCC[C@@H](C#N)NC(=O)Nc1ccc(C#N)cc1,prostate,Rat,Human,0.35,0.483265698,1,0.544444444,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CN(CC(=O)N(C)C[C@@H]1CCCN1C(=O)c1ccccc1)N(C)Cc1ccccc1,kidney,Rat,Human,0.493617021,0.014467399,1,0.437810945,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCC(=O)N(C)c1cc(C)c(=O)[nH]c(=O)c1C,kidney,Rat,Human,0.259090909,0.00284419,1,0.437810945,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CCN1CCO[C@@H](C(=O)Nc2ccc(Cl)cc2Cl)C1,prostate,Rat,Human,0.319512195,0.438468993,1,0.544444444,,,,
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,CO[C@]1(C)C[C@@H](NC(=O)c2cc(C)no2)C1(C)C,kidney,Rat,Human,0.291011236,0.054493017,1,0.437810945,,,,
CC(C)N(C(=O)CCl)C1=CC=CC=C1,Cc1ccc(CN(C)C(=O)NCc2ccccc2)cc1,kidney,Rat,Human,0.383783784,0.049693022,1,0.437810945,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,CN(Cc1cccc2ccccc12)C(=O)Nc1cccc(Cl)c1,kidney,Rat,Human,0.487755102,0.05669117,1,0.437810945,,,,
O=C(CC1=CC=CC=C1)C1=CC=CC=C1,CN(CC(=O)N(C)C[C@@H]1CCCN1C(=O)c1ccccc1)N(C)Cc1ccccc1,kidney,Rat,Human,0.517582418,0.014467405,1,0.437810945,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,COc1cccc([C@H]2CCCN2C(=O)c2cccc(O)c2O)c1,kidney,Rat,Human,0.411320755,0.095562905,1,0.437810945,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,O=C(Nc1ccsc1)c1ccc(OC(F)(F)F)cc1,kidney,Rat,Human,0.295121951,0.115447454,1,0.437810945,,,,
Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,Cc1cc(C)c(C(=O)Nc2ccccc2C)c(C)c1,kidney,Rat,Human,0.389473684,0.022885084,1,0.437810945,,,,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCCc1nnc(NC(=O)Nc2cc(C)sc2CC)s1,kidney,Rat,Human,0.183333333,0.006411007,1,0.437810945,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CCCC(=O)N1CCN(C(=O)c2cccc3ccccc23)CC1,prostate,Rat,Human,0.296261682,0.3293477,1,0.544444444,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,CC1(C)CCCN1[C@H]1CCC[NH+](Cc2ccc(C)c(F)c2)C1,prostate,Rat,Human,0.252380952,0.482687354,1,0.544444444,,,,
CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,CCN(CC)S(=O)(=O)[C@@H]1CCC(=O)N(c2ncc(C)cc2)C1,prostate,Rat,Human,0.344186047,0.415127754,1,0.544444444,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,O=C(Nc1ccsc1)c1ccc(OC(F)(F)F)cc1,kidney,Rat,Human,0.279775281,0.115447454,1,0.437810945,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCC(=O)N(C)c1cc(C)c(=O)[nH]c(=O)c1C,prostate,Rat,Human,0.259090909,0.436775088,1,0.544444444,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@@H]1C[C@H](C2CCN(C(=O)c3ccn(C)n3)CC2)C1=O,kidney,Rat,Human,0.308791209,0.04373521,1,0.437810945,,,,
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,CC1(C)CCC[C@@]2(C)CCC(=O)N(C(=O)[C@@H]2CCS(=O)(=O)C1)C(C)=N,prostate,Rat,Human,0.356637168,0.277899623,1,0.544444444,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,O=C([C@H](O)c1ccc(Br)cc1)[C@@H](O)c1ccccc1,kidney,Rat,Human,0.491304348,0.013005185,1,0.437810945,,,,
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,Cc1ccc([C@H]2CN(Cc3ccccc3CO)C2=O)c(C)c1,kidney,Rat,Human,0.387356322,0.068900175,1,0.437810945,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,CC(C)[C@H](C)NC(=O)c1ccccc1-c1ccc(OC)cc1,prostate,Rat,Human,0.35,0.452225715,1,0.544444444,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,O=C1N[C@H](c2cccc(OCc3ccccc3)c2)Oc2ccccc21,kidney,Rat,Human,0.360869565,0.123743072,1,0.437810945,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,N#Cc1cc(Cl)ccc1N1CCC[C@@H](C#N)c2nc(Cl)ccc21,prostate,Rat,Human,0.302380952,0.46421057,1,0.544444444,,,,
CCN(CC)C(=O)C1=CC=CC(C)=C1,CCN(CC)S(=O)(=O)c1ccc(C)cc1,kidney,Rat,Human,0.468421053,0.017460538,1,0.437810945,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@@H]1C[C@H](C2CCN(C(=O)c3ccn(C)n3)CC2)C1=O,kidney,Rat,Human,0.308791209,0.04373521,1,0.437810945,,,,
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,O=C([C@H](O)c1ccc(Br)cc1)[C@@H](O)c1ccccc1,kidney,Rat,Human,0.353333333,0.013005185,1,0.437810945,,,,
CCCCCCOC1=CC=C(O)C=C1,CS(=O)(=O)COc1ccc(-n2cncn2)cc1,kidney,Rat,Human,0.357142857,0.055948384,1,0.437810945,,,,
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,CCc1c(C(=O)NC(C)(C)C)nn2ccccc12,kidney,Rat,Human,0.310526316,0.024735011,1,0.437810945,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CCN1CCO[C@@H](C(=O)Nc2ccc(Cl)cc2Cl)C1,kidney,Rat,Human,0.319512195,0.021578496,1,0.437810945,,,,
N#CSCSC1=NC2=CC=CC=C2S1,C[C@H]([NH3+])c1nc(-c2ccccc2)cs1,kidney,Rat,Human,0.346153846,0.477292895,1,0.437810945,,,,
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,COc1cc(C(=O)Nc2cccc(OC)c2)cs1,kidney,Rat,Human,0.385714286,0.052676935,1,0.437810945,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,O=C(Nc1cccc(C(F)(F)F)c1)c1ccccn1,kidney,Rat,Human,0.607936508,0.04013082,0,0.437810945,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,CCNc1ccc(Cl)c(S(=O)(=O)NC2CC2)c1,kidney,Rat,Human,0.309677419,0.031274769,1,0.437810945,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,O=C(Nc1ccsc1)c1ccc(OCC(F)(F)F)cc1,kidney,Rat,Human,0.333766234,0.116253592,1,0.437810945,,,,
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,O=C1N[C@H](c2cccc(OCc3ccccc3)c2)Oc2ccccc21,kidney,Rat,Human,0.452380952,0.123743072,1,0.437810945,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(N2CCN(C(=O)COc3ccc(C)c(C)c3)CC2)cc1,kidney,Rat,Human,0.464864865,0.03597115,1,0.437810945,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,CC(C)[C@H](C)NC(=O)c1ccccc1-c1ccc(OC)cc1,prostate,Rat,Human,0.35,0.452225715,1,0.544444444,,,,
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,COc1ccc([C@@H](O)Cc2ccc(F)cc2Cl)cc1OC,kidney,Rat,Human,0.484615385,0.020117769,1,0.437810945,,,,
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,Cc1cc(C)c(C(=O)Nc2ccccc2C)c(C)c1,prostate,Rat,Human,0.403797468,0.485323608,1,0.544444444,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(=O)NCc1ccc(OC2CCN(C(=O)c3ccc(F)cc3)CC2)cc1,prostate,Rat,Human,0.354716981,0.491019189,1,0.544444444,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,O=C([C@H](O)c1ccc(Br)cc1)[C@@H](O)c1ccccc1,kidney,Rat,Human,0.478378378,0.013005185,1,0.437810945,,,,
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCOc1ccc([C@@H]2C=C(C)Oc3ccc(O)cc32)N(C)C1=O,brain,Rat,Human,0.255555556,0.648621678,1,0.944444444,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,CC(C)(C)OC(=O)N1CCC(NC(=O)[C@@H]2CCC[C@@H]2C(N)=O)CC1,kidney,Rat,Human,0.210091743,0.24767524,1,0.437810945,,,,
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,CC(C)C(=O)NC[C@@H]1CCCN(c2ccc(Cl)cc2Cl)C1,brain,Rat,Human,0.352747253,0.536073804,1,0.944444444,,,,
CCOC(=O)CCC(=O)OCC,CCOc1ccc(C(=O)N2CCC(O)(C)C2)cn1,prostate,Rat,Human,0.223287671,0.343832284,1,0.544444444,,,,
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,[NH3+][C@H](CCc1cccc2ccccc12)C(=O)[O-],kidney,Rat,Human,0.544444444,0.071148872,1,0.437810945,,,,
CCCCCCCCCC1=CC=C(O)C=C1,O=C(C[C@@H]1CCCO1)c1ccc(O)cc1,prostate,Rat,Human,0.336111111,0.438358307,1,0.544444444,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,C[C@H]1CS(=O)(=O)N(Cc2ccccc2C(F)(F)F)c2ccccc21,kidney,Rat,Human,0.4,0.101395942,1,0.437810945,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,COc1cccc(CN[C@@H]2CCc3ccc(OC)cc32)c1,kidney,Rat,Human,0.3875,0.083709635,1,0.437810945,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,O=C(Nc1ccnn1Cc1ccc(Cl)cc1OCc1ccccc1)[C@@H]1COc2ccccc2O1,kidney,Rat,Human,0.334848485,0.054675505,1,0.437810945,,,,
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC1(C)CCC(=O)N(C[C@@H]2CCCC[C@@H]2[C@@H]2CCCC[C@@H]21)C(C)(C)O,prostate,Rat,Human,0.374509804,0.367832363,1,0.544444444,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,[NH3+]Cc1cccc2ccccc12,prostate,Rat,Human,0.510714286,0.479234874,1,0.544444444,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(N2CCN(C(=O)COc3ccc(C)c(C)c3)CC2)cc1,prostate,Rat,Human,0.464864865,0.421772927,1,0.544444444,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,[NH3+]Cc1cccc2ccccc12,prostate,Rat,Human,0.510714286,0.479234874,1,0.544444444,,,,
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,COc1ccc(COc2ccc(Cl)cc2)cc1,kidney,Rat,Human,0.463636364,0.045492098,1,0.437810945,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,N#Cc1cc(Cl)ccc1N1CCC[C@@H](C#N)c2nc(Cl)ccc21,prostate,Rat,Human,0.302380952,0.46421057,1,0.544444444,,,,
CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,Cc1nc(-c2ccccc2)c(C(=O)NC[C@@H]2CC[S@](=O)C2)cc1,brain,Rat,Human,0.333333333,0.600115836,1,0.944444444,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1ccccc1NCCc1ccccc1,prostate,Rat,Human,0.484615385,0.477130026,1,0.544444444,,,,
CC1(C)N(Br)C(=O)N(Br)C1=O,CC(C)(C)NC(=O)CC(C)(C)NC(=O)c1ccc(=O)n(C)c1,brain,Rat,Human,0.205263158,0.435023963,1,0.944444444,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC,CCC[C@@H](C)NC(=O)c1cnc(C)cn1,kidney,Rat,Human,0.197826087,0.120187685,1,0.437810945,,,,
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,CCC(=O)N(C)c1ccc2c(c1)SCC(=O)N2c1ccccc1,brain,Rat,Human,0.3,0.599721253,1,0.944444444,,,,
CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,CCOC(=O)N[C@@H]1CCCc2c(OC)cccc21,kidney,Rat,Human,0.345098039,0.010172779,1,0.437810945,,,,
COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,CC1(C)C[C@H]2NC(=O)C[C@H]1SCC2(C)C,prostate,Rat,Human,0.217021277,0.377384067,1,0.544444444,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,COc1cccc([C@H]2CCCN2C(=O)c2cccc(O)c2O)c1,kidney,Rat,Human,0.411320755,0.095562905,1,0.437810945,,,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(Cc1ccncc1)S(=O)(=O)c1ccc(C(F)(F)F)cc1,prostate,Rat,Human,0.204347826,0.488291413,1,0.544444444,,,,
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,COc1cccc(-c2ccc(C(=O)N[C@@H](C)C(F)(F)F)cc2)n1,kidney,Rat,Human,0.339130435,0.081695728,1,0.437810945,,,,
CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,O=C(Nc1ccsc1)c1ccc(OCC(=O)Nc2ccncc2)cc1,prostate,Rat,Human,0.294174757,0.596867561,1,0.544444444,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1ccccc1NCCc1ccccc1,kidney,Rat,Human,0.484615385,0.048386808,1,0.437810945,,,,
