Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Novelty,Diversity,,,Tanimoto_Similarity,Tissue_Activity
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,CC[S@]([C@@H](SC)C(=O)N[C@@H]1CCC[C@H](S(C)(=O)=O)C1)c1ccc(F)c(C)n1,kidney,Rat,Human,0.211940299,0.18071036,1,0.377880184,,,,
OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,O=C(N[C@H](O)c1cc(F)ccc1Br)c1ccc([O-])cc1,kidney,Rat,Human,0.394871795,0.140534639,1,0.377880184,,,,
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,CCOc1ccc(C)c(CNC(=O)c2cc(C)c(C)c(C)c2C)c1,prostate,Rat,Human,0.295652174,0.515668452,1,0.518987342,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(=O)NCc1ccc(C(=O)NC2CC2)cc1-c1ccc(OC[C@@H]2CCO2)s1,prostate,Rat,Human,0.273913043,0.399533331,1,0.518987342,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CN(CC(=O)N[C@@H]1CC(=O)N(C2CC2)C1)c1ccc(C#N)cc1,kidney,Rat,Human,0.245833333,0.019043772,1,0.377880184,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,COc1cc(C)c([C@@](C)(O)C(=O)Nc2cc(C)c(C(C)(C)C)cc2OC)cc1O,prostate,Rat,Human,0.30952381,0.431138873,1,0.518987342,,,,
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,CCC[C@@H]1C[C@@H]([C@H]2CC[C@@](C)([NH3+])[C@H](C)[C@@H]2C)cc1OC,kidney,Rat,Human,0.163291139,0.032086622,1,0.377880184,,,,
NC1=CC2=C(C=CC=C2)C=C1,CCCc1cc(NC(=O)c2cc(OC)c(C)c(OC)c2)n(C)n1,kidney,Rat,Human,0.179545455,0.043058999,1,0.377880184,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CCNS(=O)c1ccc([C@@H]2[C@@H](C)C(=O)N(C)C[C@H]2C)cc1,kidney,Rat,Human,0.258536585,0.076752886,1,0.377880184,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,CCOc1ccc(OC2CCOC[C@H]2c2cn[nH]c2C)cc1OC,kidney,Rat,Human,0.347933884,0.024150953,1,0.377880184,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#CC1CC[NH2+][C@H](c2ccc(Br)c(Br)c2)C1=O,kidney,Rat,Human,0.244329897,0.001797734,1,0.377880184,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCC[C@@H](C#N)C(=O)Nc1ccc(C#N)cc1,prostate,Rat,Human,0.35974026,0.474220932,1,0.518987342,,,,
Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,COc1cccc(NC(=O)c2ccnc(OO)c2)c1N,kidney,Rat,Human,0.298630137,0.032366861,1,0.377880184,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,Cc1ccc(S(=O)(=O)[C@H](C)C(=O)Nc2cc(C)c(C)s2)cc1C,brain,Rat,Human,0.21827957,0.771158993,1,0.933333333,,,,
ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,Cc1nc(C)c(OCc2c(F)cccc2Cl)c(OC)c1OC,brain,Rat,Human,0.293181818,0.267933667,1,0.933333333,,,,
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,COc1cc(Br)c([C@@H](O)c2cc(C(F)(F)F)cs2)o1,kidney,Rat,Human,0.245454545,0.385091633,1,0.377880184,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,Cc1ccc(S(=O)(=O)[C@H](C)C(=O)Nc2cc(C)c(C)s2)cc1C,brain,Rat,Human,0.21827957,0.771158993,1,0.933333333,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,O=C(Nc1ccsc1)c1csc(Br)c1,kidney,Rat,Human,0.261764706,0.129545808,1,0.377880184,,,,
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,COc1cccc([C@@H](C)NC(=O)c2cc(C(=O)[O-])ccc2F)c1,kidney,Rat,Human,0.273469388,0.024377968,1,0.377880184,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,O=C(Nc1ccsc1)c1csc(Br)c1,kidney,Rat,Human,0.215384615,0.129545808,1,0.377880184,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,O=C(N[C@H](O)c1cc(F)ccc1Br)c1ccc([O-])cc1,kidney,Rat,Human,0.389473684,0.140534595,1,0.377880184,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1cccc(CS(=O)[S@](=O)Cc2ccccc2C)c1C[NH3+],prostate,Rat,Human,0.368292683,0.505240202,1,0.518987342,,,,
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,CN1Cc2ccccc2C[C@H]1c1cc[nH]c1C1CCCC1,brain,Rat,Human,0.19375,0.775811374,1,0.933333333,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCCc1nn(C)cc1NC(=O)Nc1snc(C)c1C,kidney,Rat,Human,0.164,0.028889857,1,0.377880184,,,,
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,Cc1ccsc1CNC(=O)CN1CCc2sccc21,kidney,Rat,Human,0.3,0.175878793,1,0.377880184,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CCCC[C@@H](C)CNC(=O)c1nc2c(cnnc2C)c(C)c1C,prostate,Rat,Human,0.246788991,0.488366783,1,0.518987342,,,,
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,N#Cc1ccc(OCC(=O)Nc2ccc3c(c2)COCC3)cc1,kidney,Rat,Human,0.337037037,0.026622402,1,0.377880184,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCC[C@@H](C#N)C(=O)Nc1ccc(C#N)cc1,prostate,Rat,Human,0.35974026,0.474220932,1,0.518987342,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CN(CC(=O)N[C@@H]1CC(=O)N(C2CC2)C1)c1ccc(C#N)cc1,kidney,Rat,Human,0.245833333,0.019043781,1,0.377880184,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCC[C@@H](O)C1=NN(C(=O)c2c(C)cc(C)cc2C)C1,kidney,Rat,Human,0.286813187,0.122392505,1,0.377880184,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CCOc1cc(OC)cc(OCc2ccc(Cl)cc2Cl)c1Cl,prostate,Rat,Human,0.467088608,0.456477076,1,0.518987342,,,,
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,CO[C@]1(C)C[C@H]([NH2+][C@@H]2CC(=O)N(C)[C@@H]2c2cc(C)cc(C)c2)C1(C)C,kidney,Rat,Human,0.29047619,0.049012259,1,0.377880184,,,,
CC(C)N(C(=O)CCl)C1=CC=CC=C1,Cc1ccc(C)c(NCc2cnc(C)c(CC(F)(F)F)c2)n1,kidney,Rat,Human,0.213636364,0.042701494,1,0.377880184,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,CN(Cc1cccc(Cl)c1)C(=O)Nc1ccc(Cn2cccn2)cc1,kidney,Rat,Human,0.367857143,0.065463297,1,0.377880184,,,,
O=C(CC1=CC=CC=C1)C1=CC=CC=C1,CN(CC(=O)N[C@@H]1CC(=O)N(C2CC2)C1)c1ccc(C#N)cc1,kidney,Rat,Human,0.24893617,0.019043781,1,0.377880184,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,COc1cccc(NC(=O)[C@@H]2CCCO2)c1OC,kidney,Rat,Human,0.268224299,0.003121118,1,0.377880184,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,O=C(Nc1ccsc1)c1csc(Br)c1,kidney,Rat,Human,0.218421053,0.129545793,1,0.377880184,,,,
Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,Cc1cc(C)c(C(=O)Nc2cc(C)c(C)cc2C)cc1O,kidney,Rat,Human,0.314285714,0.043960519,1,0.377880184,,,,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCCc1nn(C)cc1NC(=O)Nc1snc(C)c1C,kidney,Rat,Human,0.166115702,0.028889857,1,0.377880184,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CCCC[C@@H](C)CNC(=O)c1nc2c(cnnc2C)c(C)c1C,prostate,Rat,Human,0.246788991,0.488366783,1,0.518987342,,,,
CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,CCNS(=O)c1ccc([C@@H]2[C@@H](C)C(=O)N(C)C[C@H]2C)cc1,prostate,Rat,Human,0.281818182,0.407384127,1,0.518987342,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,O=C(Nc1ccsc1)c1csc(Br)c1,kidney,Rat,Human,0.208433735,0.129545763,1,0.377880184,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCC[C@@H](O)C1=NN(C(=O)c2c(C)cc(C)cc2C)C1,prostate,Rat,Human,0.286813187,0.516370177,1,0.518987342,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@@H]1C[C@@H](C)C[NH+]1C1CCN(c2cnn(C)c2)C[C@H]1C1CC1,kidney,Rat,Human,0.248514851,0.029218813,1,0.377880184,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,O=C(N[C@H](O)c1cc(F)ccc1Br)c1ccc([O-])cc1,kidney,Rat,Human,0.389473684,0.140534624,1,0.377880184,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,COc1cccc([C@@H](C)NC(=O)c2cc(C(=O)[O-])ccc2F)c1,prostate,Rat,Human,0.282926829,0.453081191,1,0.518987342,,,,
CCN(CC)C(=O)C1=CC=CC(C)=C1,CCN(C(=O)c1cccc(C)c1)[C@H]1CCC[NH+](Cc2ccc(C)cc2)C1,kidney,Rat,Human,0.482716049,0.045146763,1,0.377880184,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@@H]1C[C@@H](C)C[NH+]1C1CCN(c2cnn(C)c2)C[C@H]1C1CC1,kidney,Rat,Human,0.248514851,0.029218813,1,0.377880184,,,,
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,O=C(N[C@H](O)c1cc(F)ccc1Br)c1ccc([O-])cc1,kidney,Rat,Human,0.315189873,0.140534639,1,0.377880184,,,,
CCCCCCOC1=CC=C(O)C=C1,CS(=O)(=O)c1ccc(O[C@@H]2CCC[NH2+]C2)cc1,kidney,Rat,Human,0.305479452,0.032919984,1,0.377880184,,,,
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,O=C(NC1CC1)c1cc(=O)n(-c2ccccc2F)c1=O,kidney,Rat,Human,0.298019802,0.173940539,1,0.377880184,,,,
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,CCc1nn(CC(=O)NC(C)(C)C)c(-c2ncco2)c1Cl,kidney,Rat,Human,0.304819277,0.0085768,1,0.377880184,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CCOc1cc(OC)cc(OCc2ccc(Cl)cc2Cl)c1Cl,kidney,Rat,Human,0.467088608,0.04599141,1,0.377880184,,,,
N#CSCSC1=NC2=CC=CC=C2S1,C[C@@H](C#N)Oc1ccc(-c2nn(C)cc2-c2ccccc2)S[C@@H](C)S(=O)(=O)C1,kidney,Rat,Human,0.278217822,0.229186639,1,0.377880184,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#CC1CC[NH2+][C@H](c2ccc(Br)c(Br)c2)C1=O,kidney,Rat,Human,0.244329897,0.001797733,1,0.377880184,,,,
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,COc1cc([C@@H](C)NC(=O)c2ccnn(C)c2=O)cc(OC)c1,kidney,Rat,Human,0.364705882,0.008587706,1,0.377880184,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,O=C(NCc1cccc(OC(F)F)n1)c1cccnc1,kidney,Rat,Human,0.292771084,0.018064028,1,0.377880184,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,CCNS(=O)(=O)c1cc(S(=O)(=O)[S@](C)=O)ccc1SSC(C)C,kidney,Rat,Human,0.226582278,0.003881664,1,0.377880184,,,,
NC1=CC2=C(C=CC=C2)C=C1,CCCc1cc(NC(=O)c2cc(OC)c(C)c(OC)c2)n(C)n1,kidney,Rat,Human,0.179545455,0.043058999,1,0.377880184,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,O=C(Nc1ccsc1)c1csc(Br)c1,kidney,Rat,Human,0.261764706,0.129545808,1,0.377880184,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(C(=O)N2CCN(c3cc(C)[nH]c3C)CC2)cc1,kidney,Rat,Human,0.369736842,0.025411017,1,0.377880184,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,COc1cccc([C@@H](C)NC(=O)c2cc(C(=O)[O-])ccc2F)c1,prostate,Rat,Human,0.282926829,0.453081191,1,0.518987342,,,,
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,COc1cc([C@H](C)[NH2+][C@@H](C)c2ccc(Cl)cc2F)cc(OC)c1C,kidney,Rat,Human,0.406818182,0.035947908,1,0.377880184,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#CC1CC[NH2+][C@H](c2ccc(Br)c(Br)c2)C1=O,kidney,Rat,Human,0.244329897,0.001797734,1,0.377880184,,,,
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,Cc1cc(C)c(C(=O)Nc2cc(C)c(C)cc2C)cc1O,prostate,Rat,Human,0.389156627,0.481604874,1,0.518987342,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(=O)NCc1ccc(C(=O)NC2CC2)cc1-c1ccc(OC[C@@H]2CCO2)s1,prostate,Rat,Human,0.273913043,0.399533331,1,0.518987342,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,O=C(N[C@H](O)c1cc(F)ccc1Br)c1ccc([O-])cc1,kidney,Rat,Human,0.383950617,0.14053461,1,0.377880184,,,,
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCOc1cc(C)c([C@@H]2[C@@H](C)[NH2+][C@@H]2C(C)C)cc1OC,brain,Rat,Human,0.246341463,0.655507922,1,0.933333333,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,CC(C)(C)OC(=O)N1CCC([NH2+]Cc2cc(F)cc(C(F)(F)F)c2)C1,kidney,Rat,Human,0.160344828,0.185616434,1,0.377880184,,,,
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,C[C@H](C(=O)NC1CC1)[C@H]1CCC[NH+]1Cc1cc(Cl)c2c(c1)OCCO2,brain,Rat,Human,0.265137615,0.642157137,1,0.933333333,,,,
CCOC(=O)CCC(=O)OCC,CCOc1ccn(C[C@H](O)c2cnn(C)c2C)c1O,prostate,Rat,Human,0.190909091,0.407410413,1,0.518987342,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#CC1CC[NH2+][C@H](c2ccc(Br)c(Br)c2)C1=O,kidney,Rat,Human,0.244329897,0.001797733,1,0.377880184,,,,
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,O=C([C@@H](O)c1cc2ccccc2cc1OC1CC1)[C@H]1CCc2ccccc21,kidney,Rat,Human,0.364150943,0.20301643,1,0.377880184,,,,
CCCCCCCCCC1=CC=C(O)C=C1,O=C(c1c[nH]c2c1CCCC2)c1ccc(O[NH2+]C2CCCC2)cc1,prostate,Rat,Human,0.193457944,0.377623737,1,0.518987342,,,,
NC1=CC2=C(C=CC=C2)C=C1,CCCc1cc(NC(=O)c2cc(OC)c(C)c(OC)c2)n(C)n1,kidney,Rat,Human,0.179545455,0.043058999,1,0.377880184,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,C[C@@H]1SC(F)(S(=O)(=O)N[C@@H](c2ccccc2)S(C)(=O)=O)CC1,kidney,Rat,Human,0.252542373,0.05995312,1,0.377880184,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,COc1ccc([C@H](CO)Cc2ccc(OC)c(OC)c2)c(OC)c1,kidney,Rat,Human,0.413253012,0.005969605,1,0.377880184,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,O=C(NCc1c[nH]nc1C1CC1)N1CCOc2ccc(Cl)cc2C1,kidney,Rat,Human,0.237931034,0.172561496,1,0.377880184,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,O=C([C@@H](O)c1cc2ccccc2cc1OC1CC1)[C@H]1CCc2ccccc21,prostate,Rat,Human,0.426086957,0.416916728,1,0.518987342,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(C(=O)N2CCN(c3cc(C)[nH]c3C)CC2)cc1,prostate,Rat,Human,0.369736842,0.370901138,1,0.518987342,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,O=C([C@@H](O)c1cc2ccccc2cc1OC1CC1)[C@H]1CCc2ccccc21,prostate,Rat,Human,0.426086957,0.416916728,1,0.518987342,,,,
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,COc1ccc(CC(=O)N2C[C@@H](c3ccc(Cl)cc3)CC2)cc1,kidney,Rat,Human,0.368518519,0.03894145,1,0.377880184,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1cccc(CS(=O)[S@](=O)Cc2ccccc2C)c1C[NH3+],prostate,Rat,Human,0.368292683,0.505240202,1,0.518987342,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC,CCC(CC)C(=O)Nc1nc(S(=O)(C)C)c(C)c(Br)c1,kidney,Rat,Human,0.176923077,0.005639248,1,0.377880184,,,,
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,CCC(=O)N(C)c1ccc(-n2cccn2)cc1,brain,Rat,Human,0.298113208,0.72502172,1,0.933333333,,,,
CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,CCO[C@H]1C[C@@H](c2ccc3c(c2)CCC3)C1(C)C,kidney,Rat,Human,0.286915888,0.060501114,1,0.377880184,,,,
COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,COc1ccc([C@@]2(O)CCCS2)c(O[C@@]2(O)CSCCS2)c1,prostate,Rat,Human,0.38,0.293943644,1,0.518987342,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,COc1cccc(NC(=O)[C@@H]2CCCO2)c1OC,kidney,Rat,Human,0.268224299,0.003121119,1,0.377880184,,,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,CN(Cc1ncnn1C(F)(F)F)CCN(c1ccc[nH]1)C(C)(C)C,prostate,Rat,Human,0.164516129,0.508540273,1,0.518987342,,,,
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,COc1ccc(-c2n[nH]c(C(F)(F)F)c2)c(OC(F)(F)F)c1,kidney,Rat,Human,0.322222222,0.13714008,1,0.377880184,,,,
CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,O=C(Nc1ccsc1)c1csc(Br)c1,prostate,Rat,Human,0.211111111,0.796356261,1,0.518987342,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1cccc(CS(=O)[S@](=O)Cc2ccccc2C)c1C[NH3+],kidney,Rat,Human,0.368292683,0.082180582,1,0.377880184,,,,
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,CCOc1cc(C)c([C@@H]2[C@@H](C)[NH2+][C@@H]2C(C)C)cc1OC,prostate,Rat,Human,0.19375,0.472932696,1,0.518987342,,,,
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,C[C@@H]([NH3+])c1cccc(C[C@@H]([NH3+])c2ccccc2)c1,kidney,Rat,Human,0.265137615,0.045875564,1,0.377880184,,,,
CC(C)COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)C,C[C@@H](C)Cc1c(O)cccc1NC(=O)C[C@H]1C[C@H](C)O[C@@H](C)C1,kidney,Rat,Human,0.31875,0.024389312,1,0.377880184,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,O=C(Nc1ccsc1)c1csc(Br)c1,prostate,Rat,Human,0.218421053,0.796356142,1,0.518987342,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,O=C(N[C@H](O)c1cc(F)ccc1Br)c1ccc([O-])cc1,kidney,Rat,Human,0.383950617,0.140534595,1,0.377880184,,,,
CC(C)=CC1C(C(=O)OCC2=COC(CC3=CC=CC=C3)=C2)C1(C)C,C[C@@](C)N(Cc1cc(C)nc(OC)c1)c1ccc(Cl)c(Cl)c1,prostate,Rat,Human,0.29266055,0.39138779,1,0.518987342,,,,
OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC(O)=C2C3=O)[N+]([O-])=O)C=C1,CCc1c(Cn2cc(C(=O)Nc3ccc(Cl)cc3)n[nH+]2)C1=O,kidney,Rat,Human,0.293548387,0.06260708,1,0.377880184,,,,
