Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Novelty,Diversity,,,Tanimoto_Similarity,Tissue_Activity
CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,CC1=CC(O)=C(CC2=CC=C(C=C2)C2=CC=C(N[C@H](C(O)C3=CC=C3)CC(O)=O)C=C2)C=C1,brain,Rat,Human,0.292682927,0.538423896,1,0.944444444,,,,
CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)[C@@]3(C)O,CCN(C)C1=CC2=C(C(=O)C3=C(C)C(O)=C3)[C@@]1(O)C(=O)C2=O,prostate,Rat,Human,0.252173913,0.110224105,1,0.923913043,,,,
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCCN3CCCC3)C=C2)C2=CC=C(O)C=C2S1,kidney,Rat,Human,0.904761905,0.878269553,1,0.841004184,,,,
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,prostate,Rat,Human,0.861111111,0.551775098,1,0.923913043,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,OC1=CC=C(\C=C\C2=CC=C2)C=C1\C1=CC=C(C=C1)S([O-])(=O)=O,kidney,Rat,Human,0.293577982,0.254952252,1,0.841004184,,,,
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,OC(=O)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=C(C=CC(C)=C1)[N+](C)C,brain,Rat,Human,0.542857143,0.777862012,1,0.944444444,,,,
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,COC1=C(NC2=NC3=C(C=N2)N(C)C(=O)C(F)(F)CN3C2CCC2)C=CC=C1,kidney,Rat,Human,0.254098361,0.226133347,1,0.841004184,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=CC2=C(C=C1O)[C@H]1[C@@H](CO2)O\C=C(/COC)C2=CC=C12,kidney,Rat,Human,0.345454545,0.164614007,1,0.841004184,,,,
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,COC1=C(NC2=NC3=C(C=N2)N(C)C(=O)C(F)(F)CN3C2CCC2)C=CC(=C1)C(C)(C)C,kidney,Rat,Human,0.285714286,0.453435332,1,0.841004184,,,,
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,prostate,Rat,Human,0.67032967,0.453410387,1,0.923913043,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(O)C,kidney,Rat,Human,0.868421053,0.199959666,1,0.841004184,,,,
CCOC(=O)CCN(SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2)C(C)C,[Na+].C[C@]12CC[C@H]3[C@@H](CC4=C3C=CC(OC(=O)N(CCCl)CCCl)=C4)[C@@H]1C[C@@H]2OP([O-])=O,kidney,Rat,Human,0.192592593,0.488871396,1,0.841004184,,,,
OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1(OC(=O)C2=C1C=CC=C2)C1=CC=C(O)C(O)=C1,brain,Rat,Human,0.75,0.825883925,1,0.944444444,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,OC1=CC(=CC=C1)C1=C(Cl)C=CC=C1,kidney,Rat,Human,0.358024691,0.193694204,1,0.841004184,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(CCF)(F)F)C(F)(F)F,kidney,Rat,Human,0.802816901,0.522300005,1,0.841004184,,,,
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,[Na+].[Na+].CCC(CC)COC(=O)CC(C(=O)OCCC(CC)CCCC)S([O-])(=O)=O,kidney,Rat,Human,0.764705882,0.034426197,1,0.841004184,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,Cl.CSC1=CC2=C(SC3=C(C=CC=C3)N2CC2CCCCCN2C)C=C1,kidney,Rat,Human,0.286956522,0.215308577,1,0.841004184,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,Cl.COC(=O)N1CCC(CN2CC3=C(C=CC=C3)C2CCCCC1=O)C1=CC(Cl)=C(O)C(Cl)=C1,kidney,Rat,Human,0.244444444,0.078180939,1,0.841004184,,,,
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.688311688,0.313732088,1,0.841004184,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@H]2O,prostate,Rat,Human,0.380952381,0.429495454,0,0.923913043,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,prostate,Rat,Human,0.380952381,0.428374439,1,0.923913043,,,,
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,[Na+].COC1=CC(=CC=C1)S(O)(=O)=O,kidney,Rat,Human,0.207317073,0.00981092,1,0.841004184,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,kidney,Rat,Human,0.24742268,0.776734352,0,0.841004184,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,kidney,Rat,Human,0.24742268,0.776734352,0,0.841004184,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,kidney,Rat,Human,0.24742268,0.776734352,0,0.841004184,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,O[C@H]1CCCC(=O)CCCC1,kidney,Rat,Human,0.283783784,0.030317074,1,0.841004184,,,,
OC(=O)CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1,N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,prostate,Rat,Human,0.776119403,0.568401337,0,0.923913043,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,OC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,prostate,Rat,Human,0.553571429,0.563291669,0,0.923913043,,,,
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C#C,kidney,Rat,Human,0.203703704,0.531146288,1,0.841004184,,,,
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,OC(=O)CCN1C2=CC=CC=C2C(=O)C2=CC=CC=C12,kidney,Rat,Human,0.464285714,0.190939754,1,0.841004184,,,,
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,O[Sn](OC1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.547619048,0.862015128,1,0.841004184,,,,
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,CC(C)N(C1O)C(=O)N(C1=O)C1=CC=C(Cl)C=C1,brain,Rat,Human,0.3,0.371259212,1,0.944444444,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,OC(C1=CC=CC=C1)(C1=CN=CN=C1)C1=CC=C(Cl)C=C1,kidney,Rat,Human,0.746478873,0.785665512,1,0.841004184,,,,
COC1=CC2=C(C=C1)[C@H]1CC[C@@]3(C)[C@@H](CC[C@@]3(O)C#C)[C@@H]1CC2,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,prostate,Rat,Human,0.788732394,0.570530117,0,0.923913043,,,,
CC(C)(C)C1=CC=C(OC2CCCCC2OS(=O)OCC#C)C=C1,CC(C)(C)C1=CC=C(OC2CCCC2OS(=O)OCC#C)C=C1,kidney,Rat,Human,0.926470588,0.047801726,1,0.841004184,,,,
COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1,O=C(NC1=CC=CC=C1)NC1=CC=C(N=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.29,0.298983723,1,0.841004184,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,C\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,0.786885246,0.621972382,1,0.923913043,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,C\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,0.786885246,0.621972322,1,0.923913043,,,,
FC(F)(F)C1=C(Br)C(C#N)=C(N1)C1=CC=C(Cl)C=C1,CCOCN1C(=C(C#N)C(Br)=C1C(F)(F)F)C1=CC=C(Cl)C=C1,kidney,Rat,Human,0.547945205,0.640950263,0,0.841004184,,,,
OC1=CC=C(C=C1)C1=COC2=C(C=CC(O)=C2)C1=O,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,kidney,Rat,Human,0.666666667,0.924857855,0,0.841004184,,,,
CN(C)C(=O)NC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,COC(=O)C(C)OC1=CC=C(OC2=CC=C(Cl)C=C2)C=C1,kidney,Rat,Human,0.575342466,0.039353099,1,0.841004184,,,,
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,[Cl-].CCCCCCCCCCCCCCCCCCC[N+](C)(C)COC1=CC=CC=C1,kidney,Rat,Human,0.789473684,0.045076594,1,0.841004184,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.793103448,0.726526439,1,0.841004184,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@@H]1O[C@@H]2C[C@H]C(O[C@H]2C[C@H](O)C2=CC(=O)C=C2)[C@H](C)C(=O)O1,kidney,Rat,Human,0.216494845,0.093849741,1,0.841004184,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@@H]1CC(=O)O[C@H]2C[C@@H]3[C@](C[C@@]4(C)C[C@]34C)[C@@H]1CC2=O,kidney,Rat,Human,0.238636364,0.039127201,1,0.841004184,,,,
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,COC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C1=CC=C(O)C(C)=C1,prostate,Rat,Human,0.322222222,0.47307983,1,0.923913043,,,,
Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,Cl.Cl.ClC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,kidney,Rat,Human,0.769230769,0.345235497,1,0.841004184,,,,
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,OC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1O,kidney,Rat,Human,0.666666667,0.431241423,0,0.841004184,,,,
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CCC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,prostate,Rat,Human,0.582278481,0.41952312,1,0.923913043,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,kidney,Rat,Human,0.836065574,0.007385379,0,0.841004184,,,,
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,COP(=S)(OC)SCN1C(=O)C(=S)C2=CC=CN=C12,kidney,Rat,Human,0.552238806,0.092440017,1,0.841004184,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,kidney,Rat,Human,0.836065574,0.007385379,0,0.841004184,,,,
[Cl-].CCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,[Cl-].CCCCCCCCCCCCCCCCC[N+](C)(C)C1=CC=CC=C1,kidney,Rat,Human,0.788235294,0.043811876,1,0.841004184,,,,
COC(OC)(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,Cl.COC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.552238806,0.061197761,1,0.841004184,,,,
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,COC1=CC=C(C(=O)NC2=CC=CC=C2)C=C1,kidney,Rat,Human,0.296296296,0.026974613,1,0.841004184,,,,
CCC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,0.763636364,0.461215615,0,0.923913043,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(C)(C1=CC(Br)=C(O)C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.655172414,0.588642776,1,0.841004184,,,,
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,CCOP(=S)(OC)OC1=CC=C(C=C1)[N+]([O-])=O,prostate,Rat,Human,0.467741935,0.285948366,1,0.923913043,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CCCC[Sn](CCC)(CCCC)OC(=O)C1=CC=CC=C1,prostate,Rat,Human,0.890625,0.813812137,1,0.923913043,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,0.901639344,0.701284587,1,0.841004184,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CCCCOC(=O)C1=CC=CC=C1,prostate,Rat,Human,0.455882353,0.431374699,1,0.923913043,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCCCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,prostate,Rat,Human,0.785714286,0.987948298,1,0.923913043,,,,
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,CSC1=CC=C(C)C(=N1)C1=C(N)C=CC=C1,kidney,Rat,Human,0.266666667,0.247956544,1,0.841004184,,,,
CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,CCNC1=CC=C(C)C(=C1)C1=C(C)C=C1,kidney,Rat,Human,0.213333333,0.069101974,1,0.841004184,,,,
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,O=C1C(=C1C1=CC=CC=C1)C1=NC=CC=C1,kidney,Rat,Human,0.46969697,0.211568713,1,0.841004184,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[Cl-].CCCCCCCCCCCCC[P+](CCCCCC)(CCCCCCCC)CCCCC,kidney,Rat,Human,0.757575758,0.139534563,1,0.841004184,,,,
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCCCCC(O)=O,kidney,Rat,Human,0.415384615,0.021474672,0,0.841004184,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,OC1=C(OC2=CC=C(Cl)C=C2)C=CC(Cl)=C1,prostate,Rat,Human,0.614035088,0.47870189,1,0.923913043,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,OC1=C(OC2=CC=C(Cl)C=C2Cl)C=C(Cl)C=C1,kidney,Rat,Human,0.843137255,0.056475725,1,0.841004184,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC(C)(C1=CC=CC=C1)C1=CC(=C(O)C=C1)[N+]([O-])=O,kidney,Rat,Human,0.590163934,0.261580616,1,0.841004184,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,O=C(OCCCCCCCCC(=O)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.506329114,0.065160416,1,0.841004184,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.492957746,0.642936647,0,0.841004184,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=CC=C1,kidney,Rat,Human,0.566037736,0.392267823,0,0.841004184,,,,
CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,CCOCN(CC)C1=CC2=C(C=C1O)C(=O)O2,prostate,Rat,Human,0.305555556,0.484304994,1,0.923913043,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,CN(C)C(=O)NC(=O)C1=CC(=CC=C1)C(F)(F)F,kidney,Rat,Human,0.648148148,0.040024471,1,0.841004184,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,OC1=CC=C(OCC2=CC=CC=C2)C=C1,kidney,Rat,Human,0.660714286,0.255832613,0,0.841004184,,,,
OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,kidney,Rat,Human,0.696428571,0.76239717,0,0.841004184,,,,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCC(CC)OP(=O)(OCCCCC)OCCCC,kidney,Rat,Human,0.4,0.078144848,1,0.841004184,,,,
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,OC1=C2C=CC=CC2=C(Br)C(Br)=C1O,kidney,Rat,Human,0.462962963,0.182381079,1,0.841004184,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCC(CC)COC(=O)C1=CC=C(O)C=C1,prostate,Rat,Human,0.865384615,0.431664914,1,0.923913043,,,,
ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,ClC1=NC(Cl)=NC(Cl)=N1,brain,Rat,Human,0.408163265,0.498630345,1,0.944444444,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,kidney,Rat,Human,0.755102041,0.468700886,0,0.841004184,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCC(C)COC(=O)C1=CC=C(O)C=C1,prostate,Rat,Human,0.654545455,0.451040685,1,0.923913043,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OC(=O)CCN(C1=CC=C(Cl)C=C1)C1=CC=CC=C1,kidney,Rat,Human,0.515625,0.058364682,1,0.841004184,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,OC1=CC=C(C=C1)C1=CC(=O)OC2=C1C=CC=C2,kidney,Rat,Human,0.27027027,0.518695772,1,0.841004184,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,O=C1C(=C1C1=CC=CC=C1)C1=C(O)C2=C(O1)C=CC=C2,prostate,Rat,Human,0.416666667,0.247782052,1,0.923913043,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,O=C1C2=C(C=CC=C2)C2=C1C=CC=C2,prostate,Rat,Human,0.416666667,0.401171237,1,0.923913043,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC,CCCCCCCCCCCCCC(O)=O,kidney,Rat,Human,0.438356164,0.02997957,1,0.841004184,,,,
CNC(=O)OC1=CC(C)=C(SC)C(C)=C1,CC1=C(C)C(=O)OC=C1C,kidney,Rat,Human,0.222222222,0.010055074,1,0.841004184,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CC1=NC(NC(C)C)=NC(NC(C)C)=N1,brain,Rat,Human,0.729166667,0.683192849,1,0.944444444,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CC1=NC(NC(C)C)=NC(NC(C)C)=N1,brain,Rat,Human,0.729166667,0.683192909,1,0.944444444,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=CC=C(CC2=C(O)C=CC=C2)C=C1,prostate,Rat,Human,0.535714286,0.828145742,0,0.923913043,,,,
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,ClC(Cl)(Cl)SN1C(=O)CC2=CC=C12,brain,Rat,Human,0.368421053,0.505917072,1,0.944444444,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,prostate,Rat,Human,0.404255319,0.532460153,0,0.923913043,,,,
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,CCNC1=NC(NC(C)(C)C)=NC(Cl)=N1,kidney,Rat,Human,0.693877551,0.003112524,0,0.841004184,,,,
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCC(CC)COC(=O)C1=CC(O)=C(O)C(O)=C1,brain,Rat,Human,0.620689655,0.471324652,1,0.944444444,,,,
