Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Novelty,Diversity,,,Tanimoto_Similarity,Tissue_Activity
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,CC(CCc1ccccc1)C([NH3+])c1ccccn1,kidney,Rat,Human,0.275438596,0.018418385,1,0.422594142,,,,
OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1,O=C(COc1ccc(Cl)cc1)N1CCN(c2ccc(O)cc2)CC1,kidney,Rat,Human,0.264835165,0.06247706,1,0.422594142,,,,
COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1,COc1ccc(Cl)cc1NC(=O)C1COc2ccccc2C1,kidney,Rat,Human,0.458695652,0.04543585,1,0.422594142,,,,
[Na+].CCOC1=CC(=CC=C1)N1C=C(N=C1C1=CC=C(C)C=C1)C(=O)N1CCN(CC1)C1=CC2=CC=CC=C2C(=C1)C([O-])=O,COc1cccc(N2CCN(C(=O)c3ccc(O)cc3O)CC2)c1,prostate,Rat,Human,0.457142857,0.426501095,1,0.608695652,,,,
CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,Cc1ccccc1-n1ncc(C(=O)NC2CC2)c1C1CC1,kidney,Rat,Human,0.417073171,0.040589083,1,0.422594142,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,Cc1cccc(C(=O)NCC(O)c2ccc(C(F)(F)F)cc2)c1,kidney,Rat,Human,0.405263158,0.067865856,1,0.422594142,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccccc1,kidney,Rat,Human,0.428947368,0.097286448,1,0.422594142,,,,
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,CNC(=O)c1cc(NC(C)c2ccc(F)cn2)nc2ccccc12,kidney,Rat,Human,0.368817204,0.018081984,1,0.422594142,,,,
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,CCC(Cc1cccc(F)c1)NC(=O)N1CCN(C(=O)N(C)C)CC1,kidney,Rat,Human,0.206870229,0.022429235,1,0.422594142,,,,
OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,O=C(Cc1ccc(Br)cc1)NCc1ccccc1,kidney,Rat,Human,0.48028169,0.009521055,1,0.422594142,,,,
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,Cc1ccc(OCCNC(=O)c2ccccc2C)cc1C,prostate,Rat,Human,0.323529412,0.510929406,1,0.608695652,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,Cc1ccc(C(=O)NCc2ccc(C(=O)[O-])cc2)cc1C,prostate,Rat,Human,0.410344828,0.449438453,1,0.608695652,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CC(=O)Nc1cccc(C(=O)N(Cc2ccccc2)C(C)=O)c1,kidney,Rat,Human,0.475,0.005125119,1,0.422594142,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",O=C(Nc1ccccc1)Oc1ccc2[nH]c(=O)c3ccccc3c2c1,kidney,Rat,Human,0.409090909,0.067183748,1,0.422594142,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,COc1ccc(C(=O)NC(C)(C)c2ccc(C)cc2)cc1O,prostate,Rat,Human,0.306521739,0.456040412,1,0.608695652,,,,
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,CC1C[NH+](CC2CCC(C[NH3+])CC2CCc2ccc(F)cc2)CC1C,kidney,Rat,Human,0.152083333,0.02070678,1,0.422594142,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",O=C(Nc1ccccc1)Oc1ccc2[nH]c(=O)c3ccccc3c2c1,kidney,Rat,Human,0.409090909,0.067183733,1,0.422594142,,,,
NC1=CC2=C(C=CC=C2)C=C1,CCCc1cc(C(=O)Nc2ccc(N(C)C)cc2)nn1C,kidney,Rat,Human,0.268831169,0.218713924,1,0.422594142,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CCN(Cc1ccc(C#N)cc1)C(=O)c1cc(=O)[nH]c2cc(O)ccc12,kidney,Rat,Human,0.293548387,0.100674108,1,0.422594142,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COc1ccc(OC)c(C(=O)Nc2ccc3c(c2)OCO3)c1,kidney,Rat,Human,0.394642857,0.010910696,1,0.422594142,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#CC1=C2C(c3ccccc3)CC[SH]2N=C1NCc1ccc(Cl)c(N2CCCC2=O)c1,kidney,Rat,Human,0.266666667,0.18853873,1,0.422594142,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCC(CC)c1cccc(NC(=O)c2cccc(C#N)c2)c1,prostate,Rat,Human,0.344444444,0.443241924,1,0.608695652,,,,
Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,O=C(NCc1cccc(Cl)c1)c1cccc(Cl)c1,kidney,Rat,Human,0.340875912,0.029323982,1,0.422594142,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,Cc1ccc(NC(=O)C(SC2=NCCS2)C(C)C)cc1C,brain,Rat,Human,0.26091954,0.44990918,1,0.944444444,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",O=C(Nc1ccccc1)Oc1ccc2[nH]c(=O)c3ccccc3c2c1,kidney,Rat,Human,0.409090909,0.067183748,1,0.422594142,,,,
ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,Cc1ccc(C)c(Nc2ncc(Cl)c(COc3ccccc3F)n2)c1,brain,Rat,Human,0.388888889,0.445153683,1,0.944444444,,,,
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,CC(C)(C)OC(=O)NCc1c2cc(F)ccc2nc2c(F)cccc12,kidney,Rat,Human,0.433333333,0.17130281,1,0.422594142,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,O=C([O-])c1cccc(CNS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,kidney,Rat,Human,0.322929936,0.018249834,1,0.422594142,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,CCNC1CCCCC1CNC(=O)N1CCC2CCCCC21,prostate,Rat,Human,0.294174757,0.417512685,1,0.608695652,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,Cc1ccc(NC(=O)C(SC2=NCCS2)C(C)C)cc1C,brain,Rat,Human,0.26091954,0.44990918,1,0.944444444,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(O)cc1,kidney,Rat,Human,0.410810811,0.259550273,1,0.422594142,,,,
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,CC(C)C(C)CC(=O)NC1C(=O)Nc2ccccc21,kidney,Rat,Human,0.323529412,0.013747407,1,0.422594142,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(O)cc1,kidney,Rat,Human,0.446153846,0.259550273,1,0.422594142,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,O=C(Cc1ccc(Br)cc1)NCc1ccccc1,kidney,Rat,Human,0.497058824,0.00952106,1,0.422594142,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1ccccc1CS(=O)Cc1ccccc1C,prostate,Rat,Human,0.423943662,0.126718983,1,0.608695652,,,,
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,CC(CCN1C(=O)OC2CCC[NH2+]C21)c1ccncc1,brain,Rat,Human,0.222222222,0.40137127,1,0.944444444,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCc1nn(C)cc1NC(=O)NCc1cc(C)c(C)s1,kidney,Rat,Human,0.155555556,0.071218938,1,0.422594142,,,,
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,Cc1ccc(CNC(=O)CCc2cccs2)s1,kidney,Rat,Human,0.355813953,0.007678857,1,0.422594142,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CC(C)C(=O)NC(C)c1nc(-c2ccccc2)no1,prostate,Rat,Human,0.310526316,0.443322361,1,0.608695652,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,O=C([O-])c1cccc(CNS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1,kidney,Rat,Human,0.322929936,0.018249834,1,0.422594142,,,,
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,N#Cc1ccc(OCC(=O)Nc2ccc(N3CCCC3)cc2)cc1,kidney,Rat,Human,0.417829457,0.029798338,1,0.422594142,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCC(CC)c1cccc(NC(=O)c2cccc(C#N)c2)c1,prostate,Rat,Human,0.344444444,0.443241894,1,0.608695652,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CC(=O)Nc1cccc(C(=O)N(Cc2ccccc2)C(C)=O)c1,kidney,Rat,Human,0.475,0.005125119,1,0.422594142,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,Cc1cccc(NC(=O)CCc2c(C)cc(C)[nH]c2=O)c1,kidney,Rat,Human,0.241414141,0.006571792,1,0.422594142,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,Cc1ccc(OCCN2CCN(c3ccccc3Cl)C2=O)c(Cl)c1,prostate,Rat,Human,0.392134831,0.476493329,1,0.608695652,,,,
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,COC1(C)CC(NC(=O)Cc2cc(C)on2)C1(C)C,kidney,Rat,Human,0.297802198,0.01059234,1,0.422594142,,,,
CC(C)N(C(=O)CCl)C1=CC=CC=C1,Cc1cccnc1N(C)C(=O)NCC(C)(C)N(C)c1ccccc1,kidney,Rat,Human,0.4,0.006156659,1,0.422594142,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,CN(Cc1ccccn1)C(=O)Nc1cccc(Cl)c1N(C)C,kidney,Rat,Human,0.423232323,0.013763974,1,0.422594142,,,,
O=C(CC1=CC=CC=C1)C1=CC=CC=C1,CN(Cc1ccccc1)C(=O)c1cccc(C[NH3+])c1,kidney,Rat,Human,0.562686567,0.10526859,1,0.422594142,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,COc1cccc(C2CCCN2C(=O)c2[nH]c(C3CC3)cc2Cl)c1,kidney,Rat,Human,0.427102804,0.156958893,1,0.422594142,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccccc1,kidney,Rat,Human,0.428947368,0.097286448,1,0.422594142,,,,
Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,Cc1cc(C)c(NC(=O)CNC(=O)c2ccccc2C)c(C)c1,kidney,Rat,Human,0.352873563,0.009222162,1,0.422594142,,,,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCc1nn(C)cc1NC(=O)NCc1cc(C)c(C)s1,kidney,Rat,Human,0.157377049,0.071218938,1,0.422594142,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CC(C)C(=O)NC(C)c1nc(-c2ccccc2)no1,prostate,Rat,Human,0.310526316,0.443322361,1,0.608695652,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,CCNC1CCCCC1CNC(=O)N1CCC2CCCCC21,prostate,Rat,Human,0.294174757,0.417512685,1,0.608695652,,,,
CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,CCN(Cc1ccc(C#N)cc1)C(=O)c1cc(=O)[nH]c2cc(O)ccc12,prostate,Rat,Human,0.337113402,0.468647689,1,0.608695652,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(O)cc1,kidney,Rat,Human,0.425301205,0.259550244,1,0.422594142,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,Cc1cccc(NC(=O)CCc2c(C)cc(C)[nH]c2=O)c1,prostate,Rat,Human,0.241414141,0.459175318,1,0.608695652,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,CC1CC(C)CC([NH+]2CCN(C(=O)c3ccco3)CC2)C1,kidney,Rat,Human,0.275257732,0.012781226,1,0.422594142,,,,
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,Cc1c(C2CC(C(=O)NCC3CCCCC3C)CCN2C(=O)C2CC2C)cnn1C,prostate,Rat,Human,0.313740458,0.393709034,1,0.608695652,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,O=C(Cc1ccc(Br)cc1)NCc1ccccc1,kidney,Rat,Human,0.497058824,0.00952106,1,0.422594142,,,,
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,Cc1ccc(NC(=O)CN2CCOC(c3ccccc3C)C2)c(C)c1,kidney,Rat,Human,0.334693878,0.030196106,1,0.422594142,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,CC(C)C(NC(=O)C1C(=O)Nc2ccccc21)c1ccccn1,prostate,Rat,Human,0.3375,0.431628704,1,0.608695652,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,Cc1cc(C)cc(OC(C#N)C(=O)Nc2ccc(C(C)C)cc2)c1,kidney,Rat,Human,0.380373832,0.035017349,1,0.422594142,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,N#Cc1ccccc1-c1cccc(OC2(C#N)CCCCC2O)c1C#N,prostate,Rat,Human,0.257894737,0.451588452,1,0.608695652,,,,
CCN(CC)C(=O)C1=CC=CC(C)=C1,CCN(CC)C(=O)Nc1ccc(C(=O)N(C)C)cc1,kidney,Rat,Human,0.512698413,0.079752155,1,0.422594142,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,CC1CC(C)CC([NH+]2CCN(C(=O)c3ccco3)CC2)C1,kidney,Rat,Human,0.275257732,0.012781226,1,0.422594142,,,,
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,CN(C(=O)CNC(=O)c1c[nH]c2ccccc12)c1ccccc1,kidney,Rat,Human,0.344186047,0.019358298,1,0.422594142,,,,
CCCCCCOC1=CC=C(O)C=C1,CS(=O)(=O)c1ccc(COc2ccc(-n3cccn3)cc2)cc1,kidney,Rat,Human,0.304545455,0.107020214,1,0.422594142,,,,
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,O=C(CCn1c(=O)oc2ccccc21)Nc1ccc(Cl)cc1F,kidney,Rat,Human,0.397029703,0.058882929,1,0.422594142,,,,
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,CCc1nn(C)cc1C(=O)NC(C)C(C)(C)c1cccs1,kidney,Rat,Human,0.276470588,0.018791603,1,0.422594142,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,Cc1ccc(OCCN2CCN(c3ccccc3Cl)C2=O)c(Cl)c1,kidney,Rat,Human,0.392134831,0.07151109,1,0.422594142,,,,
N#CSCSC1=NC2=CC=CC=C2S1,CC(C#N)NC(=O)CNc1nc(-c2ccccc2)cs1,kidney,Rat,Human,0.356410256,0.072705984,1,0.422594142,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#CC1=C2C(c3ccccc3)CC[SH]2N=C1NCc1ccc(Cl)c(N2CCCC2=O)c1,kidney,Rat,Human,0.266666667,0.188538715,1,0.422594142,,,,
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,COc1cccc(C(=O)Nc2cc(C(C)C)on2)c1,kidney,Rat,Human,0.422222222,0.031490289,1,0.422594142,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,O=C(Nc1cccc(C(F)(F)F)c1)c1ccc(Cl)s1,kidney,Rat,Human,0.616129032,0.108399712,1,0.422594142,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,CCNS(=O)(=O)c1ccc(Cl)c(Cl)c1,kidney,Rat,Human,0.345283019,0.006336996,1,0.422594142,,,,
NC1=CC2=C(C=CC=C2)C=C1,CCCc1cc(C(=O)Nc2ccc(N(C)C)cc2)nn1C,kidney,Rat,Human,0.268831169,0.218713924,1,0.422594142,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,O=C(Nc1ccc(OC(F)(F)F)cc1)c1ccc(O)cc1,kidney,Rat,Human,0.410810811,0.259550244,1,0.422594142,,,,
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,O=C(Nc1ccccc1)Oc1ccc2[nH]c(=O)c3ccccc3c2c1,kidney,Rat,Human,0.417757009,0.067183748,1,0.422594142,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(N2CCN(C(=O)Nc3ccccc3C)CC2)cc1,kidney,Rat,Human,0.431081081,0.0382725,1,0.422594142,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,CC(C)C(NC(=O)C1C(=O)Nc2ccccc21)c1ccccn1,prostate,Rat,Human,0.3375,0.431628644,1,0.608695652,,,,
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,COc1ccc(C(C)NC(=O)c2ccccc2Cl)cc1OC,kidney,Rat,Human,0.437349398,0.012201555,1,0.422594142,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#CC1=C2C(c3ccccc3)CC[SH]2N=C1NCc1ccc(Cl)c(N2CCCC2=O)c1,kidney,Rat,Human,0.266666667,0.188538715,1,0.422594142,,,,
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,Cc1cc(C)c(NC(=O)CNC(=O)c2ccccc2C)c(C)c1,prostate,Rat,Human,0.366666667,0.374000013,1,0.608695652,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,Cc1ccc(C(=O)NCc2ccc(C(=O)[O-])cc2)cc1C,prostate,Rat,Human,0.410344828,0.449438453,1,0.608695652,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,O=C(Cc1ccc(Br)cc1)NCc1ccccc1,kidney,Rat,Human,0.542857143,0.00952106,1,0.422594142,,,,
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCC(=O)C1(C)C(C#N)=C(N)Oc2sccc21,brain,Rat,Human,0.286666667,0.247780353,1,0.944444444,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,CC(C)(C)C(=O)N1CCC(C(=O)NCCc2ccccc2)CC1,kidney,Rat,Human,0.190909091,0.047747057,1,0.422594142,,,,
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,CC(C)C(=O)NCC1CCC[NH+](Cc2cc(Cl)cc(Cl)c2)C1,brain,Rat,Human,0.414606742,0.74140054,1,0.944444444,,,,
CCOC(=O)CCC(=O)OCC,CCOC(=O)Nc1cnn(CC(=O)N2CCCCCC2)c1,prostate,Rat,Human,0.279487179,0.368589252,1,0.608695652,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#CC1=C2C(c3ccccc3)CC[SH]2N=C1NCc1ccc(Cl)c(N2CCCC2=O)c1,kidney,Rat,Human,0.266666667,0.188538715,1,0.422594142,,,,
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,CC(CC([NH3+])CS(C)(=O)=O)c1cccc2ccccc12,kidney,Rat,Human,0.523076923,0.033799235,1,0.422594142,,,,
CCCCCCCCCC1=CC=C(O)C=C1,CC1CCCC(C[NH2+]Cc2ccc(OC(F)(F)F)cc2)C1,prostate,Rat,Human,0.279775281,0.435270697,1,0.608695652,,,,
NC1=CC2=C(C=CC=C2)C=C1,CCCc1cc(C(=O)Nc2ccc(N(C)C)cc2)nn1C,kidney,Rat,Human,0.268831169,0.218713924,1,0.422594142,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,O=S(=O)(Nc1ccc(Cl)cc1)c1ccccc1C(F)(F)F,kidney,Rat,Human,0.467346939,0.044095285,1,0.422594142,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,COc1ccc(COc2cc(C)cc(C)c2)cc1O,kidney,Rat,Human,0.401369863,0.070726797,1,0.422594142,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,O=C(Nc1ccnn1Cc1ccc(Cl)cc1)C1COc2ccccc2O1,kidney,Rat,Human,0.399065421,0.02763384,1,0.422594142,,,,
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC1CCC(c2cc(NC(=O)CC3CCCCC3C)ncn2)CC1,prostate,Rat,Human,0.281818182,0.394815534,1,0.608695652,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,O=C([O-])CC(c1cccc2ccccc12)C(O)c1ccccc1Cl,prostate,Rat,Human,0.482716049,0.469057858,1,0.608695652,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(N2CCN(C(=O)Nc3ccccc3C)CC2)cc1,prostate,Rat,Human,0.431081081,0.411866486,1,0.608695652,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,O=C([O-])CC(c1cccc2ccccc12)C(O)c1ccccc1Cl,prostate,Rat,Human,0.482716049,0.469057858,1,0.608695652,,,,
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,O=C(COc1ccc(Cl)cc1)N1CC[NH+](Cc2ccc(Cl)cc2)CC1,kidney,Rat,Human,0.365486726,0.025699647,1,0.422594142,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,N#Cc1ccccc1-c1cccc(OC2(C#N)CCCCC2O)c1C#N,prostate,Rat,Human,0.257894737,0.451588452,1,0.608695652,,,,
CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,CS(=O)c1ccccc1C(=O)NCCc1ccccc1,brain,Rat,Human,0.375362319,0.434521943,1,0.944444444,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1ccccc1CS(=O)Cc1ccccc1C,prostate,Rat,Human,0.423943662,0.126718953,1,0.608695652,,,,
