Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Novelty,Diversity,,,Tanimoto_Similarity,Tissue_Activity
[Cl-].CCCCCCCCCCCCCCCCCC[N+](C)(C)CC1=CC=CC=C1,Cc1noc(C[NH+]2CC[C@@H](OCCCc3ccccc3)C2)n1,kidney,Rat,Human,0.385483871,0.028196307,1,0.403361345,,,,
OC(=O)COC1=C(Cl)C=C(Cl)C(Cl)=N1,O=C(COc1cc(Cl)c(Cl)cc1Cl)N1CCN(C(=O)Nc2ccccc2)C(O)C1,kidney,Rat,Human,0.442105263,0.027926544,1,0.403361345,,,,
COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1,COc1ccc(Cl)cc1NC(=O)c1cc2ccccc2o1,kidney,Rat,Human,0.586363636,0.044060972,1,0.403361345,,,,
[Na+].CCOC1=CC(=CC=C1)N1C=C(N=C1C1=CC=C(C)C=C1)C(=O)N1CCN(CC1)C1=CC2=CC=CC=C2C(=C1)C([O-])=O,COc1ccc(N2CCN(C(=O)COC(=O)c3ccc(C)c(C)c3O)CC2)cc1,prostate,Rat,Human,0.518181818,0.391052961,1,0.532608696,,,,
CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,Cc1cccc(-n2ncc(C(=O)Nc3ccccc3)c2C2CC[NH2+]CC2)c1,kidney,Rat,Human,0.533333333,0.021997832,1,0.403361345,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,O=S(=O)(NC[C@H](O)c1ccc(C(F)(F)F)cc1)c1cc(F)ccc1F,kidney,Rat,Human,0.506122449,0.061895974,1,0.403361345,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC(F)C(=O)N(C(=O)c1ccsc1)c1ccc(O)cc1,kidney,Rat,Human,0.482051282,0.393009037,1,0.403361345,,,,
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,c1ccc(-c2cc(N3C[C@H]4[C@@H]5CC[C@@H](O5)[C@H]4C3)c3ccccc3[nH+]2)cc1,kidney,Rat,Human,0.591304348,0.675760567,1,0.403361345,,,,
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,CCC(CC)C(=O)NC(=O)N(C)[C@H]1CCC[C@H](S(C)(=O)=O)C1,kidney,Rat,Human,0.396428571,0.00761404,1,0.403361345,,,,
OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,O=C(c1ccc(Br)cc1)[C@H](O)c1c[nH]c2ccccc12,kidney,Rat,Human,0.591891892,0.032190163,1,0.403361345,,,,
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,CC(=O)NC(=C(F)Cl)C(F)Oc1ccc(C)c(C)c1,prostate,Rat,Human,0.45,0.509895444,1,0.532608696,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(=O)c1ccc(Oc2ccc(C(=O)NC[C@H]3CC[NH+](C)C3)cc2)cc1,prostate,Rat,Human,0.513131313,0.462886959,1,0.532608696,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CN(C[C@H]1C=c2ccccc2=[NH+]C1=O)C(=O)c1ccccc1,kidney,Rat,Human,0.634210526,0.062351715,1,0.403361345,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",O=C1N[C@H](c2cccc(Oc3ccccc3)c2)Oc2ccccc21,kidney,Rat,Human,0.592156863,0.097066149,1,0.403361345,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,COc1c(O)cc(C(=O)N(C)C(C)(C)C#CF)c2ccccc12,prostate,Rat,Human,0.40212766,0.498000771,1,0.532608696,,,,
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,CCC[C@@H]1CC[C@H](C(C)[NH3+])[C@H]([NH+]2C(=O)[C@@H](C)C[C@@H](C)C2C)C1,kidney,Rat,Human,0.272289157,0.0048533,1,0.403361345,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",O=C1N[C@H](c2cccc(Oc3ccccc3)c2)Oc2ccccc21,kidney,Rat,Human,0.592156863,0.097066194,1,0.403361345,,,,
NC1=CC2=C(C=CC=C2)C=C1,CC(=O)Cc1cc(C(=O)Nc2ccc3ccccc3c2)n(C)n1,kidney,Rat,Human,0.566197183,0.111473791,1,0.403361345,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CCN(CC)c1ccc([C@@H]2C3=C([O-])CCCC3=NC3=NC(SC)=NC(=O)[C@@H]32)cc1,kidney,Rat,Human,0.45,0.030411599,1,0.403361345,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COc1ccc(OC)c([C@H]2OC(COc3ccc4c(c3)OCO4)=NN2C(C)=O)c1,kidney,Rat,Human,0.52,0.007277452,1,0.403361345,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#CC1=C(N)OC2=C(C(=O)CCC2)[C@H]1[C@@H]1CC=CCC1,kidney,Rat,Human,0.434693878,0.032667376,1,0.403361345,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCC[C@H](CC)C(=O)NC(=O)N(C)c1ccc(C#N)cc1,prostate,Rat,Human,0.541463415,0.408729702,1,0.532608696,,,,
Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,O=C1N(Cc2cccc(F)c2)c2ccccc2[C@]1(O)c1cccc(F)c1,kidney,Rat,Human,0.495302013,0.113686457,1,0.403361345,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CSc1nnc(S[C@H](C(=O)Nc2ccc(C)c(C)c2)C(C)C)s1,brain,Rat,Human,0.404545455,0.757827818,1,0.944444444,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",O=C1N[C@H](c2cccc(Oc3ccccc3)c2)Oc2ccccc21,kidney,Rat,Human,0.592156863,0.097066179,1,0.403361345,,,,
ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,Cc1ccccc1Nc1nc(N)nc(COc2ccc(F)c(Cl)c2)n1,brain,Rat,Human,0.564705882,0.607612789,1,0.944444444,,,,
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,COC(=O)c1nc2ccc(F)cc2c2oc(C(C)(C)O)cc12,kidney,Rat,Human,0.523529412,0.109682262,1,0.403361345,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,COc1c(C)cc(C(=O)N(C)Cc2cccc(F)c2)cc1S(=O)(=O)NC1CC1,kidney,Rat,Human,0.445508982,0.051238332,1,0.403361345,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,CCN[C@@H]1[C@H]([NH+]2CCC[C@H]3CCC[C@@H]32)CCC1(C)C,prostate,Rat,Human,0.441758242,0.029986789,1,0.532608696,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CSc1nnc(S[C@H](C(=O)Nc2ccc(C)c(C)c2)C(C)C)s1,brain,Rat,Human,0.404545455,0.757827699,1,0.944444444,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,Cc1cc(C(=O)N(C(=O)CF)c2ccc(O)cc2)cs1,kidney,Rat,Human,0.505555556,0.314694226,1,0.403361345,,,,
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,CC=Cc1ccc2c(c1O)C(=O)N(O[C@@H](C(=O)[O-])C(C)(C)C)C2=O,kidney,Rat,Human,0.397916667,0.239234835,1,0.403361345,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,Cc1sccc1C(=O)N(C(=O)CF)c1ccc(O)cc1,kidney,Rat,Human,0.475,0.182311341,1,0.403361345,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,O=C(c1ccc(Br)cc1)[C@H](O)c1c[nH]c2ccccc12,kidney,Rat,Human,0.588888889,0.032190163,1,0.403361345,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cc1cc(Cl)ccc1NCc1c(C)n(C)n(-c2ccccc2)c1=O,prostate,Rat,Human,0.558024691,0.479554981,1,0.532608696,,,,
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,C[C@@H]1[NH+]=c2ccccc2=C1CCN1C(=O)[C@H]2CCCC[C@@H]2C1=O,brain,Rat,Human,0.384782609,0.372913271,1,0.944444444,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCCCCc1nnc(NC(=O)Nc2cn(C)nc2CC)s1,kidney,Rat,Human,0.32,0.017363083,1,0.403361345,,,,
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CC=C([NH3+])CCCC(=O)NC(=O)c1sccc1C,kidney,Rat,Human,0.4,0.012167122,1,0.403361345,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CC(C)(C)OC(=O)C(C)(C)c1nc(-c2ccccc2O)no1,prostate,Rat,Human,0.374757282,0.456928402,1,0.532608696,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,COc1c(C)cc(C(=O)N(C)Cc2cccc(F)c2)cc1S(=O)(=O)NC1CC1,kidney,Rat,Human,0.445508982,0.05123831,1,0.403361345,,,,
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,N#Cc1ccc(OCC(=O)Nc2ccccc2N2CCc3ccccc32)cc1,kidney,Rat,Human,0.472727273,0.029734811,1,0.403361345,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCC[C@H](CC)C(=O)NC(=O)N(C)c1ccc(C#N)cc1,prostate,Rat,Human,0.541463415,0.408729702,1,0.532608696,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CN(C[C@H]1C=c2ccccc2=[NH+]C1=O)C(=O)c1ccccc1,kidney,Rat,Human,0.634210526,0.062351715,1,0.403361345,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCC(=O)c1c(C)cc(C)[nH]c1=O,kidney,Rat,Human,0.417948718,0.006090951,1,0.403361345,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CC[n+]1c(N)n(CCOc2ccc(Cl)cc2Cl)c2ccccc21,prostate,Rat,Human,0.565853659,0.555734634,1,0.532608696,,,,
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,COC(=O)[C@H]1C[C@H]1C(=O)N[C@@H]1C[C@@](C)(OC)C1(C)C,kidney,Rat,Human,0.413483146,0.022343226,1,0.403361345,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,COc1c(C)cc2ccccc2c1C(=O)N(C)[C@@H](C(N)=O)c1cccc(F)c1,kidney,Rat,Human,0.586792453,0.026170561,1,0.403361345,,,,
O=C(CC1=CC=CC=C1)C1=CC=CC=C1,CN(C[C@H]1C=c2ccccc2=[NH+]C1=O)C(=O)c1ccccc1,kidney,Rat,Human,0.645945946,0.062351715,1,0.403361345,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,COc1cccc([C@H]2CCCN2C(=O)c2ccccc2I)c1,kidney,Rat,Human,0.504761905,0.052995604,1,0.403361345,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC(F)C(=O)N(C(=O)c1ccsc1)c1ccc(O)cc1,kidney,Rat,Human,0.482051282,0.393009037,1,0.403361345,,,,
Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,Cc1cc(C)c(NC(=O)c2cc3ccccc3n2C)c(C)c1,kidney,Rat,Human,0.458823529,0.09220925,1,0.403361345,,,,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCCCCc1nnc(NC(=O)Nc2cn(C)nc2CC)s1,kidney,Rat,Human,0.323966942,0.017363083,1,0.403361345,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CC(C)(C)OC(=O)C(C)(C)c1nc(-c2ccccc2O)no1,prostate,Rat,Human,0.374757282,0.456928402,1,0.532608696,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,CCN[C@@H]1[C@H]([NH+]2CCC[C@H]3CCC[C@@H]32)CCC1(C)C,prostate,Rat,Human,0.441758242,0.029986782,1,0.532608696,,,,
CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,CCN(CC)c1ccc([C@@H]2C3=C([O-])CCCC3=NC3=NC(SC)=NC(=O)[C@@H]32)cc1,prostate,Rat,Human,0.49,0.701753974,1,0.532608696,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,O=C(c1ccsc1)N(C(=O)C(F)F)c1ccc(O)cc1,kidney,Rat,Human,0.458823529,0.477443725,1,0.403361345,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCC(=O)c1c(C)cc(C)[nH]c1=O,prostate,Rat,Human,0.417948718,0.413671017,1,0.532608696,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@@H]1CC([NH+]2CCC(N3CCNC3=O)CC2)C[C@@H](C)C1,kidney,Rat,Human,0.41978022,0.058755834,1,0.403361345,,,,
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,CC(=O)C1=CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3C(=O)C[C@]12C,prostate,Rat,Human,0.552380952,0.516348779,1,0.532608696,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,O=C(c1ccc(Br)cc1)[C@H](O)c1c[nH]c2ccccc12,kidney,Rat,Human,0.588888889,0.032190178,1,0.403361345,,,,
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,Cc1ccc([C@H]2CN(CCN3C(=O)c4ccccc4C3=O)CCO2)c(C)c1O,kidney,Rat,Human,0.557894737,0.042622421,1,0.403361345,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,CC=Cc1ccc2c(c1O)C(=O)N(O[C@@H](C(=O)[O-])C(C)(C)C)C2=O,prostate,Rat,Human,0.354761905,0.441875368,1,0.532608696,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,O=C1N[C@H](c2cccc(Oc3ccccc3)c2)Oc2ccccc21,kidney,Rat,Human,0.552380952,0.097066149,1,0.403361345,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,N#Cc1cc2c(cc1C#N)N1CCCc3c(Cl)ccc(c31)O2,prostate,Rat,Human,0.392771084,0.703005373,1,0.532608696,,,,
CCN(CC)C(=O)C1=CC=CC(C)=C1,CCN(CC)C(=O)CN(c1ccccc1)S(=O)(=O)c1ccc(C)cc1O,kidney,Rat,Human,0.5625,0.037453543,1,0.403361345,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@@H]1CC([NH+]2CCC(N3CCNC3=O)CC2)C[C@@H](C)C1,kidney,Rat,Human,0.41978022,0.058755834,1,0.403361345,,,,
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,O=C(c1ccc(Br)cc1)[C@H](O)c1c[nH]c2ccccc12,kidney,Rat,Human,0.489473684,0.032190178,1,0.403361345,,,,
CCCCCCOC1=CC=C(O)C=C1,CS(=O)(=O)CCCOc1ccc(-n2cncn2)cc1,kidney,Rat,Human,0.542857143,0.034580022,1,0.403361345,,,,
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,O=C(CCCn1c(=O)oc2ccccc21)Nc1ccc(Cl)cc1F,kidney,Rat,Human,0.526732673,0.030720638,1,0.403361345,,,,
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,CCc1nnc(-c2cc3ccccc3n2CC(=O)NC(C)(C)C)o1,kidney,Rat,Human,0.382795699,0.010116683,1,0.403361345,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CC[n+]1c(N)n(CCOc2ccc(Cl)cc2Cl)c2ccccc21,kidney,Rat,Human,0.565853659,0.00528775,1,0.403361345,,,,
N#CSCSC1=NC2=CC=CC=C2S1,Cc1cc2c(cc1C)O[C@@H](C(=O)NCc1nc3ccccc3s1)C2,kidney,Rat,Human,0.479069767,0.078011006,1,0.403361345,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#CC1=C(N)OC2=C(C(=O)CCC2)[C@H]1[C@@H]1CC=CCC1,kidney,Rat,Human,0.434693878,0.032667376,1,0.403361345,,,,
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,COC(=O)c1c(NC(=O)c2cccc(OC)c2)sc(C(=O)NC(C)C)c1C,kidney,Rat,Human,0.523809524,0.077378824,1,0.403361345,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,CN(Nc1cccc(C(F)(F)F)c1)C(=O)c1cccc2cccnc12,kidney,Rat,Human,0.617721519,0.086208291,1,0.403361345,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,CN1CCC[NH+](Cc2cc(Cl)ccc2N)CC1,kidney,Rat,Human,0.441935484,0.043178715,1,0.403361345,,,,
NC1=CC2=C(C=CC=C2)C=C1,CC(=O)Cc1cc(C(=O)Nc2ccc3ccccc3c2)n(C)n1,kidney,Rat,Human,0.566197183,0.111473754,1,0.403361345,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,Cc1cc(C(=O)N(C(=O)CF)c2ccc(O)cc2)cs1,kidney,Rat,Human,0.505555556,0.314694226,1,0.403361345,,,,
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,O=C1N[C@H](c2cccc(Oc3ccccc3)c2)Oc2ccccc21,kidney,Rat,Human,0.604040404,0.097066179,1,0.403361345,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(N2CCN(C(=O)COC(=O)c3ccc(C)c(C)c3O)CC2)cc1,kidney,Rat,Human,0.53974359,0.072939247,1,0.403361345,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,CC=Cc1ccc2c(c1O)C(=O)N(O[C@@H](C(=O)[O-])C(C)(C)C)C2=O,prostate,Rat,Human,0.354761905,0.441875368,1,0.532608696,,,,
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,COc1ccc([C@H](O)C(=O)N[C@@H](C)c2ccc(F)cc2Cl)cc1OC,kidney,Rat,Human,0.540909091,0.018738493,1,0.403361345,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#CC1=C(N)OC2=C(C(=O)CCC2)[C@H]1[C@@H]1CC=CCC1,kidney,Rat,Human,0.434693878,0.032667376,1,0.403361345,,,,
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,Cc1cc(C)c(NC(=O)c2cc3ccccc3n2C)c(C)c1,prostate,Rat,Human,0.472727273,0.397093564,1,0.532608696,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(=O)c1ccc(Oc2ccc(C(=O)NC[C@H]3CC[NH+](C)C3)cc2)cc1,prostate,Rat,Human,0.513131313,0.462886959,1,0.532608696,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,O=C(c1ccc(Br)cc1)[C@H](O)c1c[nH]c2ccccc12,kidney,Rat,Human,0.576623377,0.032190163,1,0.403361345,,,,
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCOC(=O)C1=C(C)NC(=O)N[C@H]1c1cc(OC)ccc1O,brain,Rat,Human,0.434567901,0.354658842,1,0.944444444,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=CCN(CC=C)C(=O)C1CC(=N)N(C(=O)C(C)(C)C)CC1=C,kidney,Rat,Human,0.371717172,0.003266741,1,0.403361345,,,,
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,CC(C)C(=O)NC[C@@H]1CCC[NH+](Cc2cc(Cl)cc(Cl)c2O)C1,brain,Rat,Human,0.452631579,0.721952975,1,0.944444444,,,,
CCOC(=O)CCC(=O)OCC,CCOC(=O)c1c(C)nn(C(=O)OC(C)(C)C)c1NC,prostate,Rat,Human,0.417391304,0.459721208,1,0.532608696,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#CC1=C(N)OC2=C(C(=O)CCC2)[C@H]1[C@@H]1CC=CCC1,kidney,Rat,Human,0.434693878,0.032667376,1,0.403361345,,,,
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,CC(C(=O)[O-])[C@H]([NH3+])c1cccc2cccc(C(F)F)c12,kidney,Rat,Human,0.494117647,0.017921086,1,0.403361345,,,,
CCCCCCCCCC1=CC=C(O)C=C1,C=C(Cl)[C@@H]1C(C)CCC[C@@H]1C(=O)[NH2+]Cc1ccc(O)cc1,prostate,Rat,Human,0.453012048,0.421210349,1,0.532608696,,,,
NC1=CC2=C(C=CC=C2)C=C1,CC(=O)Cc1cc(C(=O)Nc2ccc3ccccc3c2)n(C)n1,kidney,Rat,Human,0.566197183,0.111473791,1,0.403361345,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,C[C@@H]1CS(=O)(=O)N(c2ccc(S(=O)(=O)Nc3ccccc3C(F)(F)F)cc2)C1=O,kidney,Rat,Human,0.524786325,0.043494169,1,0.403361345,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,C=C(Cl)c1cc(OC)cc(O)c1OCc1ccc(F)c(OC)c1,kidney,Rat,Human,0.529113924,0.051657587,1,0.403361345,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,O=C(Nc1ccnn1Cc1ccc(Cl)cc1)[C@@H]1COc2ccccc2O1,kidney,Rat,Human,0.499065421,0.032196123,1,0.403361345,,,,
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)C1=CC[C@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3C(=O)C[C@]12C,prostate,Rat,Human,0.626966292,0.516348839,1,0.532608696,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,[NH3+][C@@H](CC(=O)[O-])c1cccc2c(C(F)(F)F)cccc12,prostate,Rat,Human,0.456410256,0.462672502,1,0.532608696,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(N2CCN(C(=O)COC(=O)c3ccc(C)c(C)c3O)CC2)cc1,prostate,Rat,Human,0.53974359,0.391052932,1,0.532608696,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,[NH3+][C@@H](CC(=O)[O-])c1cccc2c(C(F)(F)F)cccc12,prostate,Rat,Human,0.456410256,0.462672502,1,0.532608696,,,,
