Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Novelty,Diversity,,,Tanimoto_Similarity,Tissue_Activity
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,Cc1noc(C)c1C(=O)N1CCC[NH+](CC2CCCC(C)C2)CC1,kidney,Rat,Human,0.261904762,0.025628187,1,0.410041841,,,,
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,CC(=O)N1C2=C(CCCC2)CCC1CC(=O)NCC1CC(C)(C)C1(C)C,prostate,Rat,Human,0.345762712,0.41753599,1,0.586956522,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,CC(C)C(=O)Nc1cccc(C(=O)Nc2ccccc2)c1,kidney,Rat,Human,0.46,0.011901652,1,0.410041841,,,,
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,Cc1ccc(NC(=O)CN2CCOC(c3ccccc3C)C2)c(C)c1,kidney,Rat,Human,0.334693878,0.030196106,1,0.410041841,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,CC(C)C(O)CC1Cc2ccccc2NC1=O,prostate,Rat,Human,0.327272727,0.412018836,1,0.586956522,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,Cc1cc(C2NC(=O)c3ccccc3N2)ccc1Oc1ccccc1,kidney,Rat,Human,0.397297297,0.09817259,1,0.410041841,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,N#Cc1ccccc1C(=O)Nc1cccc(Cl)c1C#N,prostate,Rat,Human,0.326666667,0.475607872,1,0.586956522,,,,
CCN(CC)C(=O)C1=CC=CC(C)=C1,CCN(CC)C(=O)c1ccccc1NC(=O)N1CCCC1,kidney,Rat,Human,0.466197183,0.020024911,1,0.410041841,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,Cc1noc(C)c1C(=O)N1CCC[NH+](CC2CCCC(C)C2)CC1,kidney,Rat,Human,0.261904762,0.025628187,1,0.410041841,,,,
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,COc1ccccc1C(=O)NC(C)c1ccc(Br)cc1,kidney,Rat,Human,0.343589744,0.010872381,1,0.410041841,,,,
CCCCCCOC1=CC=C(O)C=C1,CC(C)(C)CCOc1ccc(C(=O)Nc2nc[nH]n2)cc1,kidney,Rat,Human,0.369230769,0.083780035,1,0.410041841,,,,
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,O=C(CCCn1c(=O)oc2ccccc21)Nc1ccc(Cl)cc1,kidney,Rat,Human,0.446938776,0.025278049,1,0.410041841,,,,
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,CCC(C#N)NC(=O)Cc1nc2ccccc2c(=O)n1C(C)(C)C,kidney,Rat,Human,0.273913043,0.0097381,1,0.410041841,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CCn1c(NC(CO)c2ccc(Cl)cc2Cl)[nH+]c2ccccc21,kidney,Rat,Human,0.417647059,0.083416522,1,0.410041841,,,,
N#CSCSC1=NC2=CC=CC=C2S1,CC(C)C(=O)Nc1nc(-c2ccccc2)cs1,kidney,Rat,Human,0.319178082,0.315346152,1,0.410041841,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#Cc1cccc2c1C(N)=CC(=O)C2COC1CCCCC1,kidney,Rat,Human,0.298113208,0.151998028,1,0.410041841,,,,
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,COc1cccc(C(=O)Nc2nc(C)c(C)s2)c1,kidney,Rat,Human,0.433333333,0.026475554,1,0.410041841,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,CC(C)(C(=O)Nc1cccc(C(F)(F)F)c1)n1cccn1,kidney,Rat,Human,0.623076923,0.032030098,1,0.410041841,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,CCNS(=O)(=O)c1ccc(Cl)c(Br)c1,kidney,Rat,Human,0.345283019,0.003439938,1,0.410041841,,,,
NC1=CC2=C(C=CC=C2)C=C1,CCCc1cc(NC(=O)c2ccccc2S(C)(=O)=O)n(C)n1,kidney,Rat,Human,0.294805195,0.044136725,1,0.410041841,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,COc1ccc(NC(=O)c2csc(Br)c2)cc1,kidney,Rat,Human,0.325352113,0.07714697,1,0.410041841,,,,
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,O=C1NC(COc2cccc(-c3ccccc3)c2)Oc2ccccc21,kidney,Rat,Human,0.452380952,0.048797432,1,0.410041841,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(N2CCN(CC(O)c3ccc(C)cc3)CC2)cc1,kidney,Rat,Human,0.468055556,0.028699901,1,0.410041841,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,CC(C)C(O)CC1Cc2ccccc2NC1=O,prostate,Rat,Human,0.327272727,0.412018895,1,0.586956522,,,,
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,COc1ccc(OC)c(C(C)NC(=O)c2ccccc2F)c1,kidney,Rat,Human,0.405882353,0.017204961,1,0.410041841,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#Cc1cccc2c1C(N)=CC(=O)C2COC1CCCCC1,kidney,Rat,Human,0.298113208,0.151998028,1,0.410041841,,,,
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,COc1ccc(C)c(NC(=O)c2ccccc2C)c1,prostate,Rat,Human,0.383950617,0.455620259,1,0.586956522,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,COc1ccc(C(=O)NCc2ccc(Br)cc2)cc1,prostate,Rat,Human,0.40952381,0.397996753,1,0.586956522,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,CC(C)C(=O)Nc1cccc(C(=O)Nc2ccccc2)c1,kidney,Rat,Human,0.417073171,0.011901652,1,0.410041841,,,,
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,COc1cccc(-c2cc(C(=O)NC(C)(C)C)ns2)c1,brain,Rat,Human,0.258536585,0.858999014,1,0.944444444,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,CCC(=O)N1CCC(C(=O)NCCc2ccc(C)cc2C)CC1,kidney,Rat,Human,0.200917431,0.033089045,1,0.410041841,,,,
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,CC(C)C(=O)NCC1CCCN(c2ncc(Cl)cc2Cl)C1,brain,Rat,Human,0.339130435,0.469801903,1,0.944444444,,,,
CCOC(=O)CCC(=O)OCC,CCOC(=O)N1CCN(C(=O)NCc2cnc(C)s2)CC1,prostate,Rat,Human,0.297368421,0.468144804,1,0.586956522,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,N#Cc1cccc2c1C(N)=CC(=O)C2COC1CCCCC1,kidney,Rat,Human,0.298113208,0.151998028,1,0.410041841,,,,
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,CCC(C(=O)[O-])C1(c2cccc3ccccc23)CC[NH2+]1,kidney,Rat,Human,0.517721519,0.060640521,1,0.410041841,,,,
CCCCCCCCCC1=CC=C(O)C=C1,CC1CC(C[NH2+]Cc2ccc(C(C)(C)C)cc2)CC(C)O1,prostate,Rat,Human,0.281818182,0.389456213,1,0.586956522,,,,
NC1=CC2=C(C=CC=C2)C=C1,CCCc1cc(NC(=O)c2ccccc2S(C)(=O)=O)n(C)n1,kidney,Rat,Human,0.294805195,0.044136737,1,0.410041841,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,CC(NS(=O)(=O)c1ccccc1)c1ccc(C(F)(F)F)cc1,kidney,Rat,Human,0.417307692,0.141184896,1,0.410041841,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,COc1ccc(COc2cccc(CO)c2)cc1F,kidney,Rat,Human,0.38,0.065206736,1,0.410041841,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,CC(NC(=O)C1COc2ccccc2O1)c1ccccc1,kidney,Rat,Human,0.292307692,0.007872672,1,0.410041841,,,,
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)N1C2=C(CCCC2)CCC1CC(=O)NCC1CC(C)(C)C1(C)C,prostate,Rat,Human,0.311009174,0.41753605,1,0.586956522,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,O=C([O-])CC1(c2cccc3ccccc23)CC[NH2+]1,prostate,Rat,Human,0.419444444,0.442071438,1,0.586956522,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,COc1ccc(N2CCN(CC(O)c3ccc(C)cc3)CC2)cc1,prostate,Rat,Human,0.468055556,0.391422868,1,0.586956522,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,O=C([O-])CC1(c2cccc3ccccc23)CC[NH2+]1,prostate,Rat,Human,0.419444444,0.442071438,1,0.586956522,,,,
CC(C)(C1=CC=C(OCC2CO2)C=C1)C1=CC=C(OCC2CO2)C=C1,COc1ccc(COc2ccc(CO)cc2)c(Cl)c1,kidney,Rat,Human,0.402083333,0.103324011,1,0.410041841,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,N#Cc1ccccc1C(=O)Nc1cccc(Cl)c1C#N,prostate,Rat,Human,0.326666667,0.475607872,1,0.586956522,,,,
CC1=C(CCOC2=CC=C(C[C@H](NC3=C(C=CC=C3)C(=O)C3=CC=CC=C3)C(O)=O)C=C2)N=C(O1)C1=CC=CC=C1,CS(=O)c1ccc(C(=O)NCCc2ccccc2)cc1,brain,Rat,Human,0.34822695,0.623452544,1,0.944444444,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,CC(C)(O)CS(=O)Cc1ccccc1-c1ccccc1,prostate,Rat,Human,0.42,0.102618337,1,0.586956522,,,,
CC1(C)N(Br)C(=O)N(Br)C1=O,CC(C)c1cccc(C(C)(C)C)c1NC(=O)CN1CC(C)(C)OCC1=O,brain,Rat,Human,0.229411765,0.341538191,1,0.944444444,,,,
CCCCC\C=C/C\C=C/CCCCCCCC(=O)OC,CCc1noc(CC)c1C(=O)NC1CCCC(CC)C1,kidney,Rat,Human,0.18411215,0.014061638,1,0.410041841,,,,
[Cl-].CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,CCCN(Cc1ccc(C)cc1)C(=O)c1ccc(C)c(S(N)(=O)=O)c1,brain,Rat,Human,0.304918033,0.586794198,1,0.944444444,,,,
