Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Diversity,,,,Tanimoto_Similarity,Tissue_Activity
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",C(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.47826087,0.999660969,0.715481172,,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,[O-][N+](=O)C1=CC(=C(Cl)C(=C1NC1=C(Cl)C=C(C=N1)C(F)(F)F)[N+]([O-])=O)C(F)(F)F,prostate,Rat,Human,0.285714286,0.744264841,0.880434783,,,,,
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,kidney,Rat,Human,0.078947368,0.655655742,0.715481172,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0.715481172,,,,,
NC1=CC2=C(C=CC=C2)C=C1,O=CC1=CC=CC=C1C=O,kidney,Rat,Human,0.25,0.813529551,0.715481172,,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CCCC(C)(C)C1=CC(O)=C(C=C1O)C(C)(C)CC,kidney,Rat,Human,0.208333333,0.227454364,0.715481172,,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(C)=O)C(=O)C2=CC=C1,kidney,Rat,Human,0.233333333,0.970030785,0.715481172,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(C[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.131578947,0.779208541,0.715481172,,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CC=CC(CC)COC(=O)C1=CC=C(O)C=C1,prostate,Rat,Human,0.590163934,0.577371418,0.880434783,,,,,
Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,CCCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,kidney,Rat,Human,0.92,0.15286772,0.715481172,,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CCSC1=NC(NC(C)C)=NC(NC(C)C)=N1,brain,Rat,Human,0.78,0.797313571,1,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0.715481172,,,,,
ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,ClC1=CC=CC=C1NC1=NC(Cl)=N1,brain,Rat,Human,0.528301887,0.89282769,1,,,,,
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,CS(O)(=O)=O.CC(C)(C)C1=CC(\C=C2/SC(=N)NC2=O)=CC(=C1O)C(C)(C)C,kidney,Rat,Human,0.16,0.953298986,0.715481172,,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2,kidney,Rat,Human,0.125,0.572244346,0.715481172,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,prostate,Rat,Human,0.380952381,0.552229702,0.880434783,,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CCNC1=NC(SC)=NC(NC(C)C)=N1,brain,Rat,Human,0.68,0.813605607,1,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,CC(C)COC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,0.604166667,0.81609112,0.715481172,,,,,
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,CN1C(=O)C(=NNC(N)=S)C2=C1C=CC=C2,kidney,Rat,Human,0.297297297,0.498652041,0.715481172,,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.581818182,0.825511694,0.715481172,,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OC(=O)CC1=C(N=C(S1)C1=CC=CC=C1)C1=CC=C(Cl)C=C1,kidney,Rat,Human,0.452054795,0.662837744,0.715481172,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=C(CC2=C(O)C=CC=C2)C=CC=C1,prostate,Rat,Human,0.482758621,0.980870664,0.880434783,,,,,
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,ClC1=CC(=C1N1C(=O)C2=CC=CC=C2O1)C1=CC=CC=C1Cl,brain,Rat,Human,0.092783505,0.750581861,1,,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,N#C[N-]C#N.CCCCCCCCCCCCCC[P+](CCCCC)(CCC)CCCC,kidney,Rat,Human,0.768421053,0.098721914,0.715481172,,,,,
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,kidney,Rat,Human,0.234782609,0.411974519,0.715481172,,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CCCCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C)C#N,prostate,Rat,Human,0.140625,0.422948748,0.880434783,,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2,kidney,Rat,Human,0.125,0.572244346,0.715481172,,,,,
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,kidney,Rat,Human,0.99,0.893846393,0.715481172,,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCOC(=O)C1=CC=C(O)C=C1,prostate,Rat,Human,0.592592593,0.48109746,0.880434783,,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.492957746,0.642936647,0.715481172,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,0.666666667,0.881325603,0.715481172,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,OC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=C(C=C1Cl)[N+]([O-])=O,prostate,Rat,Human,0.386666667,0.490760714,0.880434783,,,,,
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(OC(C)=O)C#C,kidney,Rat,Human,0.155172414,0.82101351,0.715481172,,,,,
CC(C)N(C(=O)CCl)C1=CC=CC=C1,CC(=O)O[Hg]C1=CC=CC=C1,kidney,Rat,Human,0.352941176,0.994080603,0.715481172,,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,OC(=O)CN1C(=CC2=CC=CC=C12)C(=O)NC1=NC(=CS1)C1=C(Cl)C=CC=C1,kidney,Rat,Human,0.401869159,0.738028169,0.715481172,,,,,
O=C(CC1=CC=CC=C1)C1=CC=CC=C1,CCOC(=O)C1=NOC(C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.421052632,0.352083266,0.715481172,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,ClC1=CC2=C(CCC3=C(C=CC=C3)N2CCCN2CCC3(CC2)N2CCCCC2NC3=O)C=C1,kidney,Rat,Human,0.242857143,0.143353298,0.715481172,,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC(C)(C1=CC=CC=C1)C1=CC(=C(O)C=C1)C(C)(C)C1=CC=CC=C1,kidney,Rat,Human,0.533333333,0.417362362,0.715481172,,,,,
Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,CC1=CC(O)=C(C=C1SC1=C(C)C=C(O)C(=C1)C(C)(C)C)C(C)(C)C,kidney,Rat,Human,0.193548387,0.649837673,0.715481172,,,,,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCCC[Sn](CCCC)(CCCC)OC(=O)C(C)=C,kidney,Rat,Human,0.262626263,0.947816491,0.715481172,,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC,prostate,Rat,Human,0.372093023,0.418619275,0.880434783,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C=C3,prostate,Rat,Human,0.380952381,0.552229702,0.880434783,,,,,
CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12,prostate,Rat,Human,0.25,0.640290558,0.880434783,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClOC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.754098361,0.751964211,0.715481172,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,OC(=O)C1=CC(O)=C(O)C(O)=C1,prostate,Rat,Human,0.433333333,0.999957204,0.880434783,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](C(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C(NC1=O)C(C)C,kidney,Rat,Human,0.1640625,0.939513326,0.715481172,,,,,
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,CC(=O)C(C)=CC1C(C)=CCCC1(C)C,prostate,Rat,Human,0.210526316,0.662021875,0.880434783,,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OC(=O)CC1=C(N=C(S1)C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,kidney,Rat,Human,0.317073171,0.688928545,0.715481172,,,,,
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,CC1=C2N=C(C3=CC=CC=C3Cl)C3=C(NC2=N1)C=CC(=C3)[N+]([O-])=O,kidney,Rat,Human,0.296703297,0.827171385,0.715481172,,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,prostate,Rat,Human,0.266666667,0.937225819,0.880434783,,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,CC(C)[C@@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,kidney,Rat,Human,0.473684211,0.362462282,0.715481172,,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,prostate,Rat,Human,0.365384615,0.966950595,0.880434783,,,,,
CCN(CC)C(=O)C1=CC=CC(C)=C1,CC1CCC(CC(C)(C)C)C(=O)C2=C(O)C=CC=C12,kidney,Rat,Human,0.186666667,0.070740744,0.715481172,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](C(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C(NC1=O)C(C)C,kidney,Rat,Human,0.1640625,0.939513326,0.715481172,,,,,
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,O[Se](O)=O,kidney,Rat,Human,0.065217391,0.850062251,0.715481172,,,,,
CCCCCCOC1=CC=C(O)C=C1,OC(=O)C1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.186440678,0.994470596,0.715481172,,,,,
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,NC1=CC=C(C=C1)B(C1=CC=C(C=C1)[N+]([O-])=O)C(O)=O,kidney,Rat,Human,0.198019802,0.879362106,0.715481172,,,,,
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,CC(C)C1=CC(=CC(=C1O)C(C)(C)C)C(C)(C)C,kidney,Rat,Human,0.157894737,0.440269768,0.715481172,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1,kidney,Rat,Human,0.259259259,0.684121072,0.715481172,,,,,
N#CSCSC1=NC2=CC=CC=C2S1,O=C1NSC2=C1C=CC=C2,kidney,Rat,Human,0.296296296,0.166307464,0.715481172,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CCC[C@@]2(O)C#C,kidney,Rat,Human,0.144067797,0.826417267,0.715481172,,,,,
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,CCCN1N=C(C(C)C2=C(SC(C)=NN=N2)C(=O)OC)C=C1,kidney,Rat,Human,0.198113208,0.310533196,0.715481172,,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,CC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,kidney,Rat,Human,0.108108108,0.301461309,0.715481172,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,[O-][N+](=O)C1=C(C=CC=C1Cl)C1=CNC=C1Cl,kidney,Rat,Human,0.303571429,0.599168181,0.715481172,,,,,
NC1=CC2=C(C=CC=C2)C=C1,N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2,kidney,Rat,Human,0.388888889,0.906204164,0.715481172,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,CCCOC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,0.829268293,0.763358057,0.715481172,,,,,
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,F[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.494117647,0.998416066,0.715481172,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OC1(CCN(CCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C(=C1)C(F)(F)F,kidney,Rat,Human,0.269662921,0.54131043,0.715481172,,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,[Na+].[S-]C1=NC2=CC=CC=C2S1,prostate,Rat,Human,0.254901961,0.981933892,0.880434783,,,,,
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,CCC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,kidney,Rat,Human,0.724137931,0.285571963,0.715481172,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],kidney,Rat,Human,0.21,0.8048805,0.715481172,,,,,
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,OC1=CC(O)=CC=C1,prostate,Rat,Human,0.216666667,0.671287954,0.880434783,,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,C\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,0.786885246,0.621972382,0.880434783,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)OC1=CC=C(O)C(O)=C1O,kidney,Rat,Human,0.422535211,0.990272939,0.715481172,,,,,
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCOC(=O)C1=C(O)C(=CC(C(O)=C1)C(C)=C)C(=O)OCC=C,brain,Rat,Human,0.316455696,0.593066871,1,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCCN1C(=O)N(CCOC(=O)C=C)C(=O)N(CCOC(=O)C=C)C1=O,kidney,Rat,Human,0.412371134,0.017385641,0.715481172,,,,,
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,CCC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,brain,Rat,Human,0.825396825,0.584406495,1,,,,,
CCOC(=O)CCC(=O)OCC,CCCCOC(=O)CC(C)=C,prostate,Rat,Human,0.29787234,0.495143831,0.880434783,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.137931034,0.833482504,0.715481172,,,,,
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,CCC(C)(C)C1=CC2=C(SC3=C1C=CC=C3)C=C2,kidney,Rat,Human,0.304878049,0.406310081,0.715481172,,,,,
CCCCCCCCCC1=CC=C(O)C=C1,CCCCCCC1=C(O)C=C(O)C=C1,prostate,Rat,Human,0.465517241,0.481398582,0.880434783,,,,,
NC1=CC2=C(C=CC=C2)C=C1,N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2,kidney,Rat,Human,0.388888889,0.906204164,0.715481172,,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,[Na+].CC(C)(C)C1=CC=C2C(C=CC(=C2S([O-])(=O)=O)C(C)(C)C)=C1,kidney,Rat,Human,0.261682243,0.36415571,0.715481172,,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,ClCC(=O)C1=CC=CC(OC2=CC=C(C=C2)C(=O)OC(C)(C)C)=C1O,kidney,Rat,Human,0.195652174,0.420015782,0.715481172,,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,CC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,kidney,Rat,Human,0.8,0.680734932,0.715481172,,,,,
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CCC(=O)O[C@@]1(CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C)C(C)=O,prostate,Rat,Human,0.422680412,0.423154742,0.880434783,,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,[Na+].[S-]C1=NC2=CC=CC=C2S1,prostate,Rat,Human,0.213114754,0.981933773,0.880434783,,,,,
