Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Diversity,,,,Tanimoto_Similarity,Tissue_Activity
[Na+].CCOC1=CC(=CC=C1)N1C=C(N=C1C1=CC=C(C)C=C1)C(=O)N1CCN(CC1)C1=CC2=CC=CC=C2C(=C1)C([O-])=O,NC\C=N\C1=C(C)C=C(OC)C=C1,prostate,Rat,Human,0.104895105,0.871807337,0.967391304,,,,,
CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,Cl.Cl.CN1CCC(CC1)NC1=NC2=C(NC3=CC(Cl)=C(F)C=C3)N=CN=C2C=N1,kidney,Rat,Human,0.240384615,0.668230653,0.786610879,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,CC1(C)CNC(NC1)=NN=C(\C=C\C1=CC=C(C=C1)C(F)(F)F)/C=C/C1=CC=C(C=C1)C(F)(F)F,kidney,Rat,Human,0.338983051,0.931098282,0.786610879,,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC1=CC=C(C=C1)C(C)(C)C1=CC=C(O)C=C1,kidney,Rat,Human,0.642857143,0.447519511,0.786610879,,,,,
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,O=C(OCC1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.385714286,0.15601401,0.786610879,,,,,
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,CCCCC(CC)COP(=O)(OCC(CC)CCCC)OC(CC)CCCC,kidney,Rat,Human,0.443396226,0.151486397,0.786610879,,,,,
OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C(O)=C1O,kidney,Rat,Human,0.397058824,0.951031864,0.786610879,,,,,
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,COP(=S)(OC)SCCSCSC,prostate,Rat,Human,0.176470588,0.494561166,0.967391304,,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CCC(=O)OC1=CC=C(C=C1)C(\CC)=C(\C)C=C(\C)C1=CC=C(C)C=C1,prostate,Rat,Human,0.438202247,0.640672803,0.967391304,,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.492957746,0.642936647,0.786610879,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0.786610879,,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CCC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,prostate,Rat,Human,0.810344828,0.493731916,0.967391304,,,,,
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,kidney,Rat,Human,0.078947368,0.655655742,0.786610879,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0.786610879,,,,,
NC1=CC2=C(C=CC=C2)C=C1,N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2,kidney,Rat,Human,0.388888889,0.906204164,0.786610879,,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,OC1=CC=C(C=C1)C(=O)OCC(C)=O,kidney,Rat,Human,0.1875,0.615940571,0.786610879,,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(=O)O)C(=O)C2=CC=C1,kidney,Rat,Human,0.217105263,0.970582664,0.786610879,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.137931034,0.833482504,0.786610879,,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCCOC(=O)C1=CC(O)=C(Cl)C=C1,prostate,Rat,Human,0.4,0.465855718,0.967391304,,,,,
Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC[C@@H]2OC(=O)CC1=CC=C(OC)C=C1,kidney,Rat,Human,0.189944134,0.333882868,0.786610879,,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CNC1=NC(Cl)=NC(Cl)=C1,brain,Rat,Human,0.147540984,0.839366436,0.944444444,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1CCCC1,kidney,Rat,Human,0.298076923,0.999706566,0.786610879,,,,,
ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,ClC1=CC=C(N=N1)C1=CC=C(Cl)C(Cl)=C1,brain,Rat,Human,0.298507463,0.709056258,0.944444444,,,,,
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,CS(O)(=O)=O.N[C@H]1[C@@H]2CN(C[C@H]12)C1=C(F)C=C2C(=O)C(=CN(C3=CC=C(F)C=C3F)C2=O)C(O)=C1,kidney,Rat,Human,0.217391304,0.593637705,0.786610879,,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,kidney,Rat,Human,0.977272727,0.514978945,0.786610879,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],prostate,Rat,Human,0.380952381,0.552229702,0.967391304,,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CNC1=NC(Cl)=NC(Cl)=C1,brain,Rat,Human,0.147540984,0.839366436,0.944444444,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,CCCC[Sn](CCCC)(CCC)OC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,0.492537313,0.994119406,0.786610879,,,,,
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,CCOP(=S)(OCC)SCSC1=CC=C(C=C1)C(=O)OC(C)(C)C,kidney,Rat,Human,0.206185567,0.52430594,0.786610879,,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(C1=CC=C(O)C=C1)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.577464789,0.749951661,0.786610879,,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1O,kidney,Rat,Human,0.451612903,0.815122247,0.786610879,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,CCC1=C(CC2=C(O)C=CC=C2)C=CC(Cl)=C1,prostate,Rat,Human,0.568965517,0.881442308,0.967391304,,,,,
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,CC(C)N1C(=O)C2=C(Cl)C=C2C(Cl)=C1,brain,Rat,Human,0.126760563,0.836914122,0.944444444,,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCC,kidney,Rat,Human,0.339285714,0.957438827,0.786610879,,,,,
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,kidney,Rat,Human,0.260869565,0.395104527,0.786610879,,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,Cl.CCN(C)CCl,prostate,Rat,Human,0.068493151,0.445605099,0.967391304,,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(C1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,kidney,Rat,Human,0.919117647,0.441101074,0.786610879,,,,,
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCCC3)C=C2)C2=CC=C(O)C=C2S1,kidney,Rat,Human,0.970873786,0.884127796,0.786610879,,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCOC(=O)C1=CC=C(O)C=C1,prostate,Rat,Human,0.592592593,0.48109746,0.967391304,,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,O=C(OCCC1=CC=CC=C1SC1=C(N)C=C1)C1=CC=CC=C1,kidney,Rat,Human,0.395061728,0.176104963,0.786610879,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,0.75,0.868199706,0.786610879,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CCC1=CC(Cl)=C(O)C=C1,prostate,Rat,Human,0.254237288,0.475572497,0.967391304,,,,,
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(OC(C)=O)C#C,kidney,Rat,Human,0.155172414,0.82101351,0.786610879,,,,,
CC(C)N(C(=O)CCl)C1=CC=CC=C1,CC(=O)O[Hg]C1=CC=CC=C1,kidney,Rat,Human,0.352941176,0.994080603,0.786610879,,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,ClC1=CC=CC=C1C1=NC(Cl)=C(C=C1Cl)C1=CC=CC=C1,kidney,Rat,Human,0.428571429,0.59884882,0.786610879,,,,,
O=C(CC1=CC=CC=C1)C1=CC=CC=C1,CC(C)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.474576271,0.220390961,0.786610879,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,CSC1=CC=C(\C=C2\C(C)=C(C)C=C2O)C=C1,kidney,Rat,Human,0.174757282,0.357976258,0.786610879,,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC(C)(C1=CC=CC=C1)C1=CC(=C(O)C=C1)C(C)(C)C1=CC=C(O)C=C1,kidney,Rat,Human,0.625,0.560444415,0.786610879,,,,,
Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,CC1=C(Cl)C=C(C=C1SC1=C(C)C=C(O)C(=C1)C(C)(C)C)C(C)(C)C,kidney,Rat,Human,0.180851064,0.667989373,0.786610879,,,,,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCCC[Sn](CCCC)(CCCC)OP(=O)OCCCC,kidney,Rat,Human,0.32,0.870233476,0.786610879,,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CC(=O)O[Hg]C1=CC=CC=C1,prostate,Rat,Human,0.256756757,0.488583982,0.967391304,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](C)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],prostate,Rat,Human,0.318181818,0.566410124,0.967391304,,,,,
CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,CCOP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12,prostate,Rat,Human,0.25,0.640290678,0.967391304,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.625,0.735302925,0.786610879,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,prostate,Rat,Human,0.859375,0.992394567,0.967391304,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@]34CC)[C@@H]1CCC2,kidney,Rat,Human,0.116504854,0.782695949,0.786610879,,,,,
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,prostate,Rat,Human,0.184210526,0.642085671,0.967391304,,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,kidney,Rat,Human,0.755102041,0.468700886,0.786610879,,,,,
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,Cl.C[C@@H]1O[C@H]([C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1)C3=O)C(C)=O,kidney,Rat,Human,0.303571429,0.975251794,0.786610879,,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,[Na+].[S-]C1=NC2=CC=CC=C2S1,prostate,Rat,Human,0.254901961,0.981933892,0.967391304,,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,CC(C)[C@@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC=CC(OC2=CC=CC=C2)=C1,kidney,Rat,Human,0.473684211,0.362462401,0.786610879,,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,COC(=O)C1=C(Cl)C(Cl)=C(C(=O)OC)C(Cl)=C1Cl,prostate,Rat,Human,0.28125,0.698006213,0.967391304,,,,,
CCN(CC)C(=O)C1=CC=CC(C)=C1,CC(C)(C)OC(=O)C1=CC(N)=C1,kidney,Rat,Human,0.172413793,0.125410691,0.786610879,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@@H]5S[C@@H]5C[C@]34C)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,0.117647059,0.654780746,0.786610879,,,,,
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,OC1=CC=CC(O)=C1O,kidney,Rat,Human,0.326530612,0.986694336,0.786610879,,,,,
CCCCCCOC1=CC=C(O)C=C1,OC1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.326530612,0.998469174,0.786610879,,,,,
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC=C4C4=CN=CC=C4)[C@@H]3CC=C2C1,kidney,Rat,Human,0.201612903,0.445510864,0.786610879,,,,,
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,CCC1=C(C=C(O)C(=C1)C(C)(C)C)C(C)(C)C,kidney,Rat,Human,0.194444444,0.363717914,0.786610879,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,OC1=C([Hg]Cl)C=C(Cl)C=C1,kidney,Rat,Human,0.321428571,0.986388385,0.786610879,,,,,
N#CSCSC1=NC2=CC=CC=C2S1,N#CSCSC#N,kidney,Rat,Human,0.224489796,0.891598046,0.786610879,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.137931034,0.833482504,0.786610879,,,,,
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,CCCCOC1=CC=C2N=C(N=N2)OS1,kidney,Rat,Human,0.134020619,0.341092497,0.786610879,,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,CN(C)C1=CC(=C(C=C1)C(F)(F)F)C(F)F,kidney,Rat,Human,0.338709677,0.356196553,0.786610879,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,NC1=CC=C(C(N)=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.203389831,0.390100062,0.786610879,,,,,
NC1=CC2=C(C=CC=C2)C=C1,O=CC1=CC=CC=C1C=O,kidney,Rat,Human,0.25,0.813529611,0.786610879,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,CCC(C)COC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,0.632653061,0.761271834,0.786610879,,,,,
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,F[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.494117647,0.998416066,0.786610879,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,CCC1=C(CSC2=CC(C)=C(OCC(O)=O)C=C2)SC(=N1)C1=CC=C(C(C)=C1)C(F)(F)F,kidney,Rat,Human,0.479452055,0.631534278,0.786610879,,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,[H]CCOC1=CC=CC=C1,prostate,Rat,Human,0.25,0.556962192,0.967391304,,,,,
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,CC1=CC(=CC=C1OC)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,0.356164384,0.747318983,0.786610879,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],kidney,Rat,Human,0.21,0.8048805,0.786610879,,,,,
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,C(C)C1=CC=C(O)C=C1,prostate,Rat,Human,0.206349206,0.501858175,0.967391304,,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC\C(=C(\C)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,0.786885246,0.621972442,0.967391304,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,CC1=CC(O)=C(O)C(=O)C(O)=C1O,kidney,Rat,Human,0.093333333,0.882961631,0.786610879,,,,,
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCOC(=O)C1=CC(O)=C(O)C=C1,brain,Rat,Human,0.625,0.597460151,0.944444444,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCCN1C(=O)N(CCOC(=O)C=C)C(=O)N(CCOC(=O)C=C)C1=O,kidney,Rat,Human,0.412371134,0.017385641,0.786610879,,,,,
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,CC(C)N1C(=O)N(C)C=C(Cl)C1=O,brain,Rat,Human,0.236111111,0.802066326,0.944444444,,,,,
CCOC(=O)CCC(=O)OCC,CCOP(=O)(OCC)SCSCC,prostate,Rat,Human,0.240740741,0.486952841,0.967391304,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,kidney,Rat,Human,0.24742268,0.776734352,0.786610879,,,,,
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,CCC(C)(CC)C1=CC=C(C=C1O)C(C)(C)C,kidney,Rat,Human,0.176470588,0.23967585,0.786610879,,,,,
CCCCCCCCCC1=CC=C(O)C=C1,CCCCCCCOC1=CC=C(O)C=C1,prostate,Rat,Human,0.589285714,0.45461762,0.967391304,,,,,
NC1=CC2=C(C=CC=C2)C=C1,N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2,kidney,Rat,Human,0.388888889,0.906204164,0.786610879,,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,[Na+].[Na+].OC1=C(N=NC2=CC=C(C=C2)S([O-])(=O)=O)C(=C1)C(F)(F)F,kidney,Rat,Human,0.40625,0.522086084,0.786610879,,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,COP(=O)(OC)OC(Cl)C(Cl)(Cl)Br,kidney,Rat,Human,0.104477612,0.821074128,0.786610879,,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=C(Cl)C=C1,kidney,Rat,Human,0.702702703,0.823166788,0.786610879,,,,,
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C,prostate,Rat,Human,0.6,0.446957529,0.967391304,,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,CN1C2=C(C=CC=C2)C2=C1C=CC=C2,prostate,Rat,Human,0.49122807,0.579270244,0.967391304,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,CCCCOC1=C(C=CC(OC)=C1)S(=O)(=O)C(CC(F)(F)F)C(F)(F)F,prostate,Rat,Human,0.202453988,0.464660227,0.967391304,,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,FC1=CC=CC2=CC=CN=C12,prostate,Rat,Human,0.266666667,0.487365901,0.967391304,,,,,
