Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Novelty,Diversity,,,Tanimoto_Similarity,Tissue_Activity
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,C1(C)CNC(NC1)=NN=C(\C=C\C1=CC=C(C=C1)C(F)(F)F)/C=C/C1=CC=C(C=C1)C(F)(F)F,kidney,Rat,Human,0.344827586,0.936972618,1,0.728033473,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC(C)(C1=CC=CC=C1)C1=CC(=C(O)C=C1)C(C)(C)C1=CC=CC=C1,kidney,Rat,Human,0.533333333,0.417362452,0,0.728033473,,,,
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1,kidney,Rat,Human,0.529411765,0.579944134,0,0.728033473,,,,
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,O=[Se]=O,kidney,Rat,Human,0.025,0.372053415,0,0.728033473,,,,
OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C(O)=C1O,kidney,Rat,Human,0.397058824,0.951031864,0,0.728033473,,,,
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,OC1=CC=C(Cl)C=C1,prostate,Rat,Human,0.116666667,0.516147137,1,0.869565217,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC\C(=C(\CC)C1=CC=C(O)C(O)=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,0.701492537,0.660009623,1,0.869565217,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.492957746,0.642936647,0,0.728033473,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0,0.728033473,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,CC(C)(O)C1=C(C=CC(=C1O)C(C)(C)C)[N+]([O-])=O,prostate,Rat,Human,0.352112676,0.821342766,1,0.869565217,,,,
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,Cl[Au](Cl)[C@H]1[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,kidney,Rat,Human,0.538461538,0.976786256,1,0.728033473,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0,0.728033473,,,,
NC1=CC2=C(C=CC=C2)C=C1,N#CC1=C2C=CC=CC2=C(C=O)C2=C1C=CS2,kidney,Rat,Human,0.246153846,0.998887002,1,0.728033473,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)=CC=C4[C@H]3CC[C@]12C,kidney,Rat,Human,0.177777778,0.724527419,0,0.728033473,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(C)=O)C(=O)C2=CC=C1,kidney,Rat,Human,0.233333333,0.970030785,0,0.728033473,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],kidney,Rat,Human,0.21,0.8048805,0,0.728033473,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCCCCOC(=O)[C@@H](CCC(=O)OCCC)\C=C\C1=CC=CS1,prostate,Rat,Human,0.24742268,0.612307787,1,0.869565217,,,,
Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)OC(C)=C1,kidney,Rat,Human,0.477272727,0.20514603,1,0.728033473,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CCNC(=O)NC1=NC(NC(C)(C)C)=NC(=C1)C=NC(C)C,brain,Rat,Human,0.214285714,0.861077309,1,1,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0,0.728033473,,,,
ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,ClC1=CC=CC=C1NC1=CN(Cl)C=C1,brain,Rat,Human,0.393442623,0.870143056,1,1,,,,
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,CS(O)(=O)=O.CC(C)(C)C1=CC(\C=C2/SC(=N)NC2=O)=CC(=C1O)C(C)(C)C,kidney,Rat,Human,0.16,0.953298986,0,0.728033473,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,[H][C@]12CC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2,kidney,Rat,Human,0.095238095,0.627013385,1,0.728033473,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](Cl)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,prostate,Rat,Human,0.815384615,0.468004972,1,0.869565217,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CSC1=NC(NC(C)C)=NC(NC(C)C#N)=N1,brain,Rat,Human,0.745098039,0.777570784,1,1,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,OC(=O)C1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.326923077,0.994470596,0,0.728033473,,,,
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,CN1C(=O)C(=NNC(N)=S)C2=C1C=CC=C2,kidney,Rat,Human,0.297297297,0.498652041,0,0.728033473,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.285714286,0.998469174,0,0.728033473,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OC(=O)C1=C(N=C(S1)C1=CC=C(Cl)C=C1)C1=CC=CC=C1,kidney,Rat,Human,0.471428571,0.760791719,1,0.728033473,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=C(CC2=C(O)C=CC=C2)C=CC=C1,prostate,Rat,Human,0.482758621,0.980870664,0,0.869565217,,,,
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,ClC1=NC2=C(NCCN2CC2=CC=CC=C2)C=C1,brain,Rat,Human,0.090909091,0.712750912,1,1,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,[Cl-].CCCCCCCCCCCCCC[P+](CCCCC)(CCCC)CCCC,kidney,Rat,Human,0.93902439,0.150802851,1,0.728033473,,,,
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)=CC=C4[C@H]3CC[C@]12C,kidney,Rat,Human,0.175925926,0.724527419,0,0.728033473,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CC(C)=CCCCOC(=O)C1=CC=CC=C1,prostate,Rat,Human,0.371794872,0.705973208,1,0.869565217,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,[H][C@]12CC[C@H]1[C@@H]1CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC2,kidney,Rat,Human,0.113636364,0.729938209,1,0.728033473,,,,
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,kidney,Rat,Human,0.99,0.893846393,0,0.728033473,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CC(C)OC(=O)C1=CC=C(O)C=C1,prostate,Rat,Human,0.49122807,0.48203221,1,0.869565217,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.492957746,0.642936647,0,0.728033473,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,0.666666667,0.881325603,0,0.728033473,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,[O-][N+](=O)C1=CC=C(OC2=C(Cl)C=C(Cl)C=C2)C=C1,prostate,Rat,Human,0.46969697,0.511900485,0,0.869565217,,,,
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(OC(C)=O)C#C,kidney,Rat,Human,0.155172414,0.82101351,0,0.728033473,,,,
CC(C)N(C(=O)CCl)C1=CC=CC=C1,Cl[Hg]C1=CC=CC=C1,kidney,Rat,Human,0.326086957,0.996946514,0,0.728033473,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,OC(=O)CN1C(=CC2=CC=CC=C12)C(=O)NC1=NC(=CS1)C1=C(Cl)C=CC=C1,kidney,Rat,Human,0.401869159,0.738028228,0,0.728033473,,,,
O=C(CC1=CC=CC=C1)C1=CC=CC=C1,Cl.O=C(NC1CCN(CC2=CNC3=C2C=CC=C3)CC1)C1=CC=CC=C1,kidney,Rat,Human,0.38372093,0.385642976,1,0.728033473,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,Cl.CSC1=CC2=C(SC3=C(C=CC=N3)N2CCC2CCCCCN2C)C=C1,kidney,Rat,Human,0.258333333,0.336608678,1,0.728033473,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,C(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.543859649,0.420128077,1,0.728033473,,,,
Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,CC1=CC(O)=C(C=C1SC1=C(C)C=C(O)C(=C1)C(C)(C)C)C(C)(C)C,kidney,Rat,Human,0.193548387,0.649837792,0,0.728033473,,,,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,[Na+].CC[Hg]SCC([O-])=O,kidney,Rat,Human,0.054945055,0.999999881,1,0.728033473,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CC(C)=CCCCOC(=O)C1=CC=CC=C1,prostate,Rat,Human,0.371794872,0.705973208,1,0.869565217,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@]2(O)C#C,prostate,Rat,Human,0.24742268,0.4965702,1,0.869565217,,,,
CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,COP(=S)(OCC)SCN1C(=O)OC2=CC(Cl)=CC=C12,prostate,Rat,Human,0.243902439,0.677197218,1,0.869565217,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.625,0.735302925,0,0.728033473,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,OC(=O)C1=CC(O)=C(O)C(O)=C1,prostate,Rat,Human,0.433333333,0.999957204,0,0.869565217,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@@H]1CCC2[C@@H](C)[C@@H](O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@@]23OO4,kidney,Rat,Human,0.134020619,0.672613144,0,0.728033473,,,,
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,CC(=O)C(C)=CC1C(C)=CCCC1(C)C,prostate,Rat,Human,0.210526316,0.662021935,0,0.869565217,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1,kidney,Rat,Human,0.409090909,0.523836553,0,0.728033473,,,,
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,Cl.C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1)C3=O)C(C)=O,kidney,Rat,Human,0.295652174,0.985930383,0,0.728033473,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,[S-]C1=NC2=CC=CC=C2S1,prostate,Rat,Human,0.26,0.988210797,1,0.869565217,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(OC(=O)N(CCCl)CCCl)=C4)[C@@H]1CC[C@@H]2OP(O)(O)=O,kidney,Rat,Human,0.131944444,0.510379374,0,0.728033473,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,prostate,Rat,Human,0.365384615,0.966950595,0,0.869565217,,,,
CCN(CC)C(=O)C1=CC=CC(C)=C1,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,kidney,Rat,Human,0.113402062,0.482688338,0,0.728033473,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C(NC1=O)C(C)C,kidney,Rat,Human,0.1875,0.93400377,0,0.728033473,,,,
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,OC1=CC=CC(O)=C1O,kidney,Rat,Human,0.326530612,0.986694336,0,0.728033473,,,,
CCCCCCOC1=CC=C(O)C=C1,[Na+].CC[Hg]SC1=C(C=CC=C1)C([O-])=O,kidney,Rat,Human,0.166666667,0.999999881,0,0.728033473,,,,
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,N=C1NC(=N)C2=C1C=CC=C2,kidney,Rat,Human,0.168674699,0.808534086,0,0.728033473,,,,
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,CC[Sn](C)(CC)CC,kidney,Rat,Human,0.105263158,0.999639988,1,0.728033473,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CC(C)(C1=CC(Cl)=C(O)C(Cl)=C1)C1=CC(Cl)=C(O)C(Cl)=C1,kidney,Rat,Human,0.259259259,0.684121013,0,0.728033473,,,,
N#CSCSC1=NC2=CC=CC=C2S1,N#CSCSC#N,kidney,Rat,Human,0.224489796,0.891598046,0,0.728033473,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,kidney,Rat,Human,0.24742268,0.776734233,0,0.728033473,,,,
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,CC(O)=O.N[C@H]1C[C@@H]2CN(CC(=O)OCC)SC2=C1,kidney,Rat,Human,0.08411215,0.316053152,1,0.728033473,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,CN(C)C1=CC=C(C=C1)N=O,kidney,Rat,Human,0.24137931,0.493602335,0,0.728033473,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,[O-][N+](=O)C1=C(C=CC=C1Cl)C1=CNC=C1Cl,kidney,Rat,Human,0.303571429,0.599168181,0,0.728033473,,,,
NC1=CC2=C(C=CC=C2)C=C1,N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2,kidney,Rat,Human,0.388888889,0.906204164,0,0.728033473,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,[Na+].CC[Hg]SC1=C(C=CC=C1)C([O-])=O,kidney,Rat,Human,0.225806452,0.999999881,0,0.728033473,,,,
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,F[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.494117647,0.998416066,0,0.728033473,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,CC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,kidney,Rat,Human,0.902255639,0.455848992,1,0.728033473,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,[Na+].[S-]C1=NC2=CC=CC=C2S1,prostate,Rat,Human,0.254901961,0.981933892,0,0.869565217,,,,
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,CCOC1=CC=C(C=C1)N=NC1=C(OC)C=C(N)C=C1,kidney,Rat,Human,0.320987654,0.336657315,1,0.728033473,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.137931034,0.833482504,0,0.728033473,,,,
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,CC1=C(O)C(O)=CC=C1,prostate,Rat,Human,0.271186441,0.752227187,1,0.869565217,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(\C=C\C(=O)C(=O)\C=C\C2=CC=C(O)C=C2)C=C1,prostate,Rat,Human,0.404761905,0.60572052,1,0.869565217,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)OCC1=CC=C(O)C(O)=C1O,kidney,Rat,Human,0.507246377,0.973811626,1,0.728033473,,,,
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCC(=O)O[Hg]C1=CC(O)=C(O)C(O)=C1,brain,Rat,Human,0.509433962,0.93374455,1,1,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,OC(=O)CN(CC(O)=O)CC(O)=O,kidney,Rat,Human,0.155844156,0.349480122,0,0.728033473,,,,
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,OCC(=O)NC1=CC=C(Cl)C(Cl)=C1,brain,Rat,Human,0.197368421,0.638222992,1,1,,,,
CCOC(=O)CCC(=O)OCC,CC(C)=CCCC(C)=CCOC(C)=O,prostate,Rat,Human,0.210526316,0.88384366,1,0.869565217,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,kidney,Rat,Human,0.24742268,0.776734352,0,0.728033473,,,,
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,OC(=O)CN(CC(O)=O)C1=CC=C(OC2=C(F)C=C(O)C=C2)C=C1,kidney,Rat,Human,0.22,0.437680364,1,0.728033473,,,,
CCCCCCCCCC1=CC=C(O)C=C1,CC1=NC=C(C=N1)[C@@H](CCCCCCCC1=NC2=C(CCN2)C=C1)CC(O)=O,prostate,Rat,Human,0.282828283,0.827328563,1,0.869565217,,,,
NC1=CC2=C(C=CC=C2)C=C1,N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2,kidney,Rat,Human,0.388888889,0.906204164,0,0.728033473,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,[Na+].[Na+].[Na+].OC1=C(C=C2C=C(C=CC2=C1\N=N/C1=C2C=CC=CC2=C(C=C1)S([O-])(=O)=O)S([O-])(=O)=O)S([O-])(=O)=O,kidney,Rat,Human,0.388888889,0.23714827,0,0.728033473,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,CCOC1=CC=C(C(=O)C2=CC=C(O)C=C2)C=C1,kidney,Rat,Human,0.17721519,0.416198254,1,0.728033473,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,CC(C)(C)C1=CC=C(OC(=O)C2=CC=C(O)C=C2)C=C1,kidney,Rat,Human,0.242105263,0.782546222,1,0.728033473,,,,
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,[Na+].C[C@]12CC(=C)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(C)C([O-])=O,prostate,Rat,Human,0.368421053,0.476539463,1,0.869565217,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,N#CC1=CC2=C(N)C=CC=C2S1,prostate,Rat,Human,0.2,0.813295484,1,0.869565217,,,,
