Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Diversity,,,,Tanimoto_Similarity,Tissue_Activity
COC1=C(NNC(=O)OC(C)C)C=C(C=C1)C1=CC=CC=C1,OC1=CC=C(\C=C\C2=CC(O)=C(N)C=C2)C=C1,kidney,Rat,Human,0.170212766,0.643969476,0.794117647,,,,,
[Na+].CCOC1=CC(=CC=C1)N1C=C(N=C1C1=CC=C(C)C=C1)C(=O)N1CCN(CC1)C1=CC2=CC=CC=C2C(=C1)C([O-])=O,[Na+].CCOC1=CC=C(C=C1)N1C=C(N=C1OC1=CC=C(C)C=C1)C(=O)N1CCN(CC1)C1=CC2=CC=CC=C2C(=C1)C([O-])=O,prostate,Rat,Human,0.75177305,0.459739596,0.945652174,,,,,
CC1=NC(NC2=CC=CC=C2)=NC(=C1)C1CC1,Cl.Cl.CN1CCC(CC1)NC1=NC2=C(NC3=CC(Cl)=C(F)C=C3)N=CN=C2C=N1,kidney,Rat,Human,0.240384615,0.668230653,0.794117647,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)(C(F)(F)F)C(F)(F)F,CC1(C)CNC(NC1)=NN=C(\C=C\C1=CC=C(C=C1)C(F)(F)F)/C=C/C1=CC=C(C=C1)C(F)(F)F,kidney,Rat,Human,0.338983051,0.931098282,0.794117647,,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC(C)(C)C1=CC=C(OC2=C(O)C=C(O)C=C2O)C=C1,kidney,Rat,Human,0.32,0.448861539,0.794117647,,,,,
O=C1C=C(OC2=CC=CC=C12)C1=CC=CC=C1,OC1=CC2=C(C(O)=C1)C(=O)C=C(O2)C1=CC=CC=C1,kidney,Rat,Human,0.529411765,0.579944134,0.794117647,,,,,
[Na+].CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S([O-])(=O)=O,CCCC[Sn](CCC)(CCC)OS([O-])(=O)=O,kidney,Rat,Human,0.268817204,0.951638341,0.794117647,,,,,
OC1=CC=C(C=C1)C(=O)OC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)OC1=CC=C(O)C(O)=C1O,kidney,Rat,Human,0.484848485,0.990272939,0.794117647,,,,,
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,[O-][N+](=O)C1=CC=C(OC2=CN=C(Cl)C=C2)C1,prostate,Rat,Human,0.232876712,0.403315902,0.945652174,,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(\C=C\C(=O)C(=O)\C=C\C2=CC=C(O)C=C2)C=C1,prostate,Rat,Human,0.404761905,0.60572046,0.945652174,,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.492957746,0.642936647,0.794117647,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0.794117647,,,,,
CC(C)(O)C(=O)NC1=CC(=C(C=C1)[N+]([O-])=O)C(F)(F)F,OC1=CC(=C(C=C1)[N+]([O-])=O)[N+]([O-])=O,prostate,Rat,Human,0.307692308,0.897813082,0.945652174,,,,,
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,ClC12C(=O)C3(Cl)C4(Cl)C1(Cl)C1(Cl)C2(Cl)C3(Cl)C4(Cl)C1(Cl)Cl,kidney,Rat,Human,0.078947368,0.655655742,0.794117647,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0.794117647,,,,,
NC1=CC2=C(C=CC=C2)C=C1,N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2,kidney,Rat,Human,0.388888889,0.906204164,0.794117647,,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,COC1=CC(=CC(O)=C1O)C(=O)C1=CC=C(O)C=C1O,kidney,Rat,Human,0.179487179,0.724781096,0.794117647,,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(C)=O)C(=O)C2=CC=C1,kidney,Rat,Human,0.233333333,0.970030785,0.794117647,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],kidney,Rat,Human,0.21,0.8048805,0.794117647,,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CC(=O)O[Hg]C1=CC=C(O)C=C1,prostate,Rat,Human,0.338709677,0.54061681,0.945652174,,,,,
Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,Cl.OC(=O)C1=CC=C(OCC2=NC(=CN=C2)C2=CC=C(Cl)C=C2)C=C1,kidney,Rat,Human,0.251655629,0.288737953,0.794117647,,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CSC1=NC(NC(C)(C)C)=NC(Cl)=N1,brain,Rat,Human,0.379310345,0.728381991,1,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0.794117647,,,,,
ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,ClC1=NC2=C(NC=N2)C(=S)N1,brain,Rat,Human,0.151515152,0.743396103,1,,,,,
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,CS(O)(=O)=O.CC(C)(C)C1=CC(\C=C2/SC(=N)NC2=O)=CC(=C1O)C(C)(C)C,kidney,Rat,Human,0.16,0.953298986,0.794117647,,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3[C@@H](O)CC[C@]3(C)[C@H]1CC2,kidney,Rat,Human,0.113772455,0.766574919,0.794117647,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,prostate,Rat,Human,0.430232558,0.466531217,0.945652174,,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CNC1=NC(NC(C)C)=NNC(NC(C)C)=N1,brain,Rat,Human,0.390625,0.963855267,1,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,CCCOC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,0.829268293,0.763358057,0.794117647,,,,,
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,CN1C(=O)C(=NNC(N)=S)C2=C1C=CC=C2,kidney,Rat,Human,0.297297297,0.498652041,0.794117647,,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=C(O)C=C1,kidney,Rat,Human,0.581818182,0.825511694,0.794117647,,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1O,kidney,Rat,Human,0.451612903,0.815122247,0.794117647,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,Cl.Cl.COC1=CC=CC=C1,prostate,Rat,Human,0.259259259,0.539166868,0.945652174,,,,,
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,Cl.CN(C)CCCN1CCN(CC1)C1=CC=C(Cl)C=C1,brain,Rat,Human,0.088888889,0.860655963,1,,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCCCCCCCCCCCC1=CC=CC=C1S([O-])(=O)=O.CCCCCCCCCCCCCCC[P+](CCCCC)(CCCCC)CC,kidney,Rat,Human,0.476510067,0.142402992,0.794117647,,,,,
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,kidney,Rat,Human,0.260869565,0.395104557,0.794117647,,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CC(=O)O[Hg]C1=CC=CC=C1,prostate,Rat,Human,0.256756757,0.488583982,0.945652174,,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,CN(C(=O)C(C)(C)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)C1=CN=C(C=C1C1=CC=C(F)C=C1C)N1CC[C@@H]1,kidney,Rat,Human,0.268817204,0.607723236,0.794117647,,,,,
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCCC3)C=C2)C2=CC=C(O)C=C2S1,kidney,Rat,Human,0.961165049,0.899553776,0.794117647,,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCN(CC)C(=O)SCC1=CC=C(Cl)C=C1,prostate,Rat,Human,0.27027027,0.469757915,0.945652174,,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,CCOC(=O)C(C#N)=C(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.558823529,0.547539771,0.794117647,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,0.75,0.868199706,0.794117647,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CN[C@H]1C[C@H](OC2=CC=C(Cl)C=C2Cl)C2=CC=C(F)C=C12,prostate,Rat,Human,0.413333333,0.529348612,0.945652174,,,,,
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(OC(C)=O)C#C,kidney,Rat,Human,0.155172414,0.82101351,0.794117647,,,,,
CC(C)N(C(=O)CCl)C1=CC=CC=C1,Cl[Hg]C1=CC=CC=C1,kidney,Rat,Human,0.326086957,0.996946514,0.794117647,,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,OC(=O)CN1C(=CC2=CC=CC=C12)C(=O)NC1=NC=CC=C1Cl,kidney,Rat,Human,0.323529412,0.304244667,0.794117647,,,,,
O=C(CC1=CC=CC=C1)C1=CC=CC=C1,CCOC(=O)C1=NOC(C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.421052632,0.352083266,0.794117647,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,Cl.CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCCN2C)C=C1,kidney,Rat,Human,0.254237288,0.326970547,0.794117647,,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=CC=C1,kidney,Rat,Human,0.566037736,0.392267853,0.794117647,,,,,
Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,CC1=CC(O)=C(C=C1SC1=C(C)C=C(O)C(=C1)C(C)(C)C)C(C)(C)C,kidney,Rat,Human,0.193548387,0.649837732,0.794117647,,,,,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCCC[Sn](CCCC)(CCCC)OCC(=O)C=C,kidney,Rat,Human,0.272727273,0.939352751,0.794117647,,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,[Na+].[O-]C1=CC=CC=C1,prostate,Rat,Human,0.202898551,0.567848504,0.945652174,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC[C@@]12[H],prostate,Rat,Human,0.361445783,0.579771101,0.945652174,,,,,
CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,CN(CC)C1=CC2=C(C=C1)C(C)=CC(=O)O2,prostate,Rat,Human,0.75,0.505966902,0.945652174,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.625,0.735302866,0.794117647,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,prostate,Rat,Human,0.945454545,0.997747362,0.945652174,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C\C=C1/NC(=O)[C@H]2CSSCC\C=C\[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C(NC1=O)C(C)C,kidney,Rat,Human,0.1875,0.93400377,0.794117647,,,,,
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,prostate,Rat,Human,0.184210526,0.642085612,0.945652174,,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OC1=CC=C(C(=O)C2=CC=CC=C2)C(O)=C1O,kidney,Rat,Human,0.451612903,0.815122247,0.794117647,,,,,
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,N=C1NC(=N)C2=C1C=CC=C2,kidney,Rat,Human,0.285714286,0.808534086,0.794117647,,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,[Na+].[S-]C1=NC2=CC=CC=C2S1,prostate,Rat,Human,0.254901961,0.981933773,0.945652174,,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,CC(C)[C@@H](NC1=C(Cl)C=C(C=C1)C(F)(F)F)C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,kidney,Rat,Human,0.473684211,0.362462282,0.794117647,,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,prostate,Rat,Human,0.365384615,0.966950595,0.945652174,,,,,
CCN(CC)C(=O)C1=CC=CC(C)=C1,CCN(CC)C(=O)C1=CC=CC(O)=C1,kidney,Rat,Human,0.727272727,0.090506047,0.794117647,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,BrC1CCCC(Br)C(Br)CCC(Br)C(Br)CC1Br,kidney,Rat,Human,0.096774194,0.812677562,0.794117647,,,,,
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,OC1=CC=CC(O)=C1O,kidney,Rat,Human,0.326530612,0.986694336,0.794117647,,,,,
CCCCCCOC1=CC=C(O)C=C1,OC(=O)C1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.186440678,0.994470596,0.794117647,,,,,
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,CC(=O)O[Sn](CCN1CCN(C)C=C1)C1=CC=CC=C1,kidney,Rat,Human,0.23,0.914971113,0.794117647,,,,,
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,NC1=CC(Cl)=C(NC(Cl)=N1)C1=CC(Cl)=NC=C1,kidney,Rat,Human,0.058823529,0.156463012,0.794117647,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,OC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(O)C2=CC=C(OC=C2Cl)C=C1,kidney,Rat,Human,0.318181818,0.596007228,0.794117647,,,,,
N#CSCSC1=NC2=CC=CC=C2S1,N#CSCSC#N,kidney,Rat,Human,0.224489796,0.891598046,0.794117647,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.14159292,0.833483815,0.794117647,,,,,
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)C=C2OC(C)C)C=C1,kidney,Rat,Human,0.569767442,0.162113667,0.794117647,,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,[O-][N+](=O)C1=CN=C(NC(=O)C2=CC=CS2)S1,kidney,Rat,Human,0.175675676,0.28016293,0.794117647,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,N#CC1=CSC2=CC=C12,kidney,Rat,Human,0.12244898,0.791065276,0.794117647,,,,,
NC1=CC2=C(C=CC=C2)C=C1,N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2,kidney,Rat,Human,0.388888889,0.906204164,0.794117647,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,OC(=O)C1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.326923077,0.994470596,0.794117647,,,,,
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,F[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.494117647,0.998416066,0.794117647,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OCCN1CCN(CC\C=C2\C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1,kidney,Rat,Human,0.289156627,0.208300576,0.794117647,,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,[Na+].[O-][N+](=O)C1=NC2=CC=CC=C2N1,prostate,Rat,Human,0.254545455,0.86742717,0.945652174,,,,,
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,OC1=CC(O)=C(C=C1)N=NC1=C(N)C=CC=C1,kidney,Rat,Human,0.240506329,0.637443185,0.794117647,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],kidney,Rat,Human,0.21,0.8048805,0.794117647,,,,,
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,CC1=CC(O)=CC(C)=C1,prostate,Rat,Human,0.229508197,0.536042511,0.945652174,,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,C\C(\C=N\C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,0.445945946,0.87223351,0.945652174,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,O[Sn](COC1=CC=CC=C1)(C1=CC(Cl)=C(O)C=C1)C1=CC=CC=C1,kidney,Rat,Human,0.311111111,0.914610267,0.794117647,,,,,
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCOC(=O)C1=CC(O)=C(O)C=C1,brain,Rat,Human,0.625,0.597460151,1,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,C=CC(=O)OCCOP(=O)(OCCC)OCC(C)C,kidney,Rat,Human,0.244186047,0.02444173,0.794117647,,,,,
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,CC(C)N1C(=O)N(C1)C1=CC(Cl)=C(Cl)C=C1,brain,Rat,Human,0.32,0.617970109,1,,,,,
CCOC(=O)CCC(=O)OCC,C\C(C)=C\C(C)=C\CO,prostate,Rat,Human,0.1,0.946843565,0.945652174,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],kidney,Rat,Human,0.21,0.8048805,0.794117647,,,,,
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,CN(C)C1=CC2=C(SC3=C(C=CC=C3)C=C2)C2=C1C=C2,kidney,Rat,Human,0.266666667,0.644788027,0.794117647,,,,,
CCCCCCCCCC1=CC=C(O)C=C1,CCCCCC1=C(O)C=C(O)C=C1,prostate,Rat,Human,0.413793103,0.501967609,0.945652174,,,,,
NC1=CC2=C(C=CC=C2)C=C1,N=C1NC(=N)C2=C1C=C1C=CC=CC1=C2,kidney,Rat,Human,0.388888889,0.906204164,0.794117647,,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,[Na+].[Na+].OC1=C(\N=N\C2=CC=CC=C2)C2=C(N=C(C=C2C=C1)S([O-])(=O)=O)S([O-])(=O)=O,kidney,Rat,Human,0.429906542,0.202961534,0.794117647,,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,COC1=CC2=C(C(=O)C(=O)C3=CC=CC=C3)C2=C1O,kidney,Rat,Human,0.25,0.245409355,0.794117647,,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=C(Cl)C=C1,kidney,Rat,Human,0.702702703,0.823166788,0.794117647,,,,,
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)C=C34)[C@@H]1CC[C@@]2(O)C#C,prostate,Rat,Human,0.395348837,0.483582675,0.945652174,,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,N(C1=CC=CC2=C(N=CC=N2)C=CC=C1)C1=CC=CC=C1,prostate,Rat,Human,0.304878049,0.492092937,0.945652174,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,CC(CC1=CC=C(OCC(O)=O)C=C1)NC(=O)C1=CSC(=N1)C(F)(F)F,prostate,Rat,Human,0.259493671,0.481735587,0.945652174,,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,prostate,Rat,Human,0.279069767,0.491164297,0.945652174,,,,,
