Source_Mol,Optimized_Mol,Tissue,Source_Organism,Optimized_Organism,Tanimoto_Similarity,Tissue_Activity,Diversity,,,,Tanimoto_Similarity,Tissue_Activity
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0.793248945,,,,,
NC1=CC2=C(C=CC=C2)C=C1,O=CC1=CC=CC=C1C=O,kidney,Rat,Human,0.25,0.813529551,0.793248945,,,,,
CCN(CC)C1=CC=C(C=O)C(O)=C1,CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@]34C)[C@@H]1CC=C2O,kidney,Rat,Human,0.136363636,0.455749989,0.793248945,,,,,
COC1=CC2=C(C=C1OC)[C@H]1[C@@H](CO2)OC2=C(C=CC3=C2C[C@@H](O3)C(C)=C)C1=O,Cl.COC1=CC=CC2=C1C(=O)C1=C(C(O)=C3C[C@](O)(C[C@H](O[C@H]4C[C@H](N)[C@H](O)[C@H](C)O4)C3=C1O)C(C)=O)C2=O,kidney,Rat,Human,0.231788079,0.96430403,0.793248945,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C,kidney,Rat,Human,0.137931034,0.833482504,0.793248945,,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCCCC(CC)COC(=O)\C=C\C1=CC=C(OC)C=C1,prostate,Rat,Human,0.473684211,0.520968437,0.923913043,,,,,
Cl.CCN(CC1=CC=CN=C1)C(=O)C1=CC=CC(Cl)=C1[C@]1(C)C(=O)N(CC2=C(OC)C=C(OC)C=C2)C2=CC=C(Cl)C=C12,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)C1=CC=C(O)C=C1,kidney,Rat,Human,0.114754098,0.520578086,0.793248945,,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CSSC1=NC=NC(NC(C)C)=NC(Cl)=N1,brain,Rat,Human,0.260869565,0.827073276,1,,,,,
"C*.O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1 |c:6,8,14,16,22,24,t:4,12,20,lp:2:2,4:2,11:2,18:2,m:1:6.7.8|",CC(=O)O[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.483870968,0.999604404,0.793248945,,,,,
ClC1=CC=CC=C1NC1=NC(Cl)=NC(Cl)=N1,CC1=NC(NC2=CC=NC=C2)=N1,brain,Rat,Human,0.215384615,0.996493876,1,,,,,
Cl.CN1C(=O)C=C(OC2=C(F)C=C(F)C=C2)C2=C1N=C(NCC(C)(C)O)N=C2,CS(O)(=O)=O.CC(C)(C)C1=CC(\C=C2/SC(=N)NC2=O)=CC(=C1O)C(C)(C)C,kidney,Rat,Human,0.16,0.953298986,0.793248945,,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2,kidney,Rat,Human,0.125,0.572244346,0.793248945,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],prostate,Rat,Human,0.380952381,0.552229702,0.923913043,,,,,
CSC1=NC(NC(C)C)=NC(NC(C)C)=N1,CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,brain,Rat,Human,0.457627119,0.765415788,1,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,OC(=O)C1=CC=C([Hg]Cl)C=C1,kidney,Rat,Human,0.326923077,0.994470596,0.793248945,,,,,
COP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,CN1C(=O)C(=NNC2N=CS)C=CC=C12,kidney,Rat,Human,0.13253012,0.791260779,0.793248945,,,,,
CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,CC(C)(C1=CC=C(O)C=C1)C1=CC=C(O)C(O)=C1,kidney,Rat,Human,0.655172414,0.697950721,0.793248945,,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,kidney,Rat,Human,0.755102041,0.468700886,0.793248945,,,,,
OC1=C(CC2=CC=CC=C2)C=C(Cl)C=C1,OC1=CC=C(CC2=C(O)C=CC=C2)C=C1,prostate,Rat,Human,0.535714286,0.828145742,0.923913043,,,,,
ClC(Cl)(Cl)SN1C(=O)C2CC=CCC2C1=O,ClC1=CC=CC=C1CN1CCCCC1,brain,Rat,Human,0.105263158,0.89764446,1,,,,,
[Cl-].CCCCCCCCCCCCCC[P+](CCCC)(CCCC)CCCC,CCCC[Sn](CCCC)(CCCC)O[Sn](CC)(CCC)CCCC,kidney,Rat,Human,0.321100917,0.971278608,0.793248945,,,,,
CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(O)=CC=C4[C@H]3CC[C@]12C,kidney,Rat,Human,0.299065421,0.567601264,0.793248945,,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CC(=O)O[Hg]C1=CC=CC=C1,prostate,Rat,Human,0.256756757,0.488583982,0.923913043,,,,,
CS([O-])(=O)=O.CN(C[C@@H](CC[N+]12CCC(CC1)(CC2)C1CCCCC1)C1=CC(Cl)=C(Cl)C=C1)C(=O)C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2,kidney,Rat,Human,0.125,0.572244346,0.793248945,,,,,
Cl.OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=CC=C(O)C=C2S1,COC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCCC3)C=C2)C2=CC=C(O)C=C2S1,kidney,Rat,Human,0.830357143,0.797977924,0.793248945,,,,,
CCCCC(CC)COC(=O)C1=CC=C(O)C=C1,CCCCCC(C)COC(=O)C1=CC=C(O)C=C1,prostate,Rat,Human,0.724137931,0.427323669,0.923913043,,,,,
O=C(C(=O)C1=CC=CC=C1)C1=CC=CC=C1,C(=C(C1=CC=CC=C1)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.492957746,0.642936647,0.793248945,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,0.836363636,0.851915181,0.793248945,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CC1=CC=C2C(Cl)=CC(Cl)=C(O)C2=N1,prostate,Rat,Human,0.287878788,0.488466084,0.923913043,,,,,
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,CC[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(OC(C)=O)C#C,kidney,Rat,Human,0.155172414,0.82101351,0.793248945,,,,,
CC(C)N(C(=O)CCl)C1=CC=CC=C1,Cl[Hg]C1=CC=CC=C1,kidney,Rat,Human,0.326086957,0.996946514,0.793248945,,,,,
CCC(C)N(C)C(=O)C1=CC2=C(C=CC=C2)C(=N1)C1=CC=CC=C1Cl,[Na+].CN(C)C(=O)CCSC(SCC([O-])=O)C1=CC(\C=C\C2=NC3=CC(Cl)=CC=C3C=C2)=CC=C1,kidney,Rat,Human,0.271317829,0.285540044,0.793248945,,,,,
O=C(CC1=CC=CC=C1)C1=CC=CC=C1,CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.388888889,0.44581309,0.793248945,,,,,
Cl.COC1=CC=CC(=C1)C1=C(Cl)C=C(\C=C/CN2CCCCCC2)C=C1,Cl.CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC2CCCCN2C)C=C1,kidney,Rat,Human,0.254237288,0.326970547,0.793248945,,,,,
CC(C)(C1=CC=CC=C1)C1=CC=C(O)C=C1,CC(C)(OOC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.422535211,0.44581309,0.793248945,,,,,
Cl.Cl.CC1=C(N)C=CC(=C1)C1=CC(C)=C(N)C=C1,CC1=CC(=CC=C1N)C1=CC=C(N)C(C)=C1,kidney,Rat,Human,0.956521739,0.510419667,0.793248945,,,,,
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,CCCC[Sn](CCCC)(CCCC)OC(=O)C=C,kidney,Rat,Human,0.268041237,0.84380424,0.793248945,,,,,
CCCC[Sn](CCCC)(CCCC)OC(=O)C1=CC=CC=C1,CCCCOCN(C(=O)CCl)C1=CC=CC=C1C,prostate,Rat,Human,0.302325581,0.458353668,0.923913043,,,,,
[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,prostate,Rat,Human,0.351648352,0.48999387,0.923913043,,,,,
CCN(CC)C1=CC=C2C(C)=CC(=O)OC2=C1,CC(C)(C)C1=CC=CC(O)=C1O,prostate,Rat,Human,0.164179104,0.635913491,0.923913043,,,,,
OC1=CC=C(C=C1)C(C1=CC=C(O)C=C1)C(Cl)(Cl)Cl,ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)C(Cl)(Cl)Cl,kidney,Rat,Human,0.625,0.735302925,0.793248945,,,,,
CCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,CCCCCCCCCCCOC(=O)C1=CC(O)=C(O)C(O)=C1,prostate,Rat,Human,0.859375,0.992394567,0.923913043,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C\C=C1/NC(=O)[C@H]2CSSC\C=C\[C@H](CCC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)C(NC1=O)C(C)C,kidney,Rat,Human,0.178294574,0.932380855,0.793248945,,,,,
C[C@H]1C[C@H]2[C@@H]3CC[C@](OC(C)=O)(C(C)=O)[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12,C\C=C(/C)\C=C\C1=C(C)CCCCC1(C)C,prostate,Rat,Human,0.178217822,0.660421729,0.923913043,,,,,
ClC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,ClC(Cl)C(C1=CC=C(Cl)C=C1)C1=C(Cl)C=CC=C1,kidney,Rat,Human,0.409090909,0.523836553,0.793248945,,,,,
CC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1N,Cl.C[C@@H]1O[C@H](C[C@H](N)[C@@H]1O)O[C@H]1C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1)C3=O)C(C)=O,kidney,Rat,Human,0.295652174,0.985930383,0.793248945,,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,N1C2=C(C=CC=C2)N=C1C1=CSC=N1,prostate,Rat,Human,0.266666667,0.937225819,0.923913043,,,,,
CC1(C)C(C(=O)OC(C#N)C2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C,OCC1=CC=CC(=C1)C1C(C2=CC=CC=C2)=C1,kidney,Rat,Human,0.273684211,0.528972745,0.793248945,,,,,
ClC1=C(Cl)C(C#N)=C(Cl)C(C#N)=C1Cl,[O-][N+](=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,prostate,Rat,Human,0.365384615,0.966950595,0.923913043,,,,,
CCN(CC)C(=O)C1=CC=CC(C)=C1,CCC(C)(CC)C(=O)C1=CC(C)=CC=C1,kidney,Rat,Human,0.56,0.121143475,0.793248945,,,,,
C[C@H]1C[C@H](C)C(=O)[C@@H](C1)[C@H](O)CC1CC(=O)NC(=O)C1,C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C)[C@@H]1CCC2=O,kidney,Rat,Human,0.164948454,0.510990858,0.793248945,,,,,
OC(=O)C1=C(O)C2=CC=CC=C2C(O)=C1,O[Se](O)=O,kidney,Rat,Human,0.065217391,0.850062251,0.793248945,,,,,
CCCCCCOC1=CC=C(O)C=C1,CC(C)COC(=O)C1=CC=C(O)C=C1,kidney,Rat,Human,0.322033898,0.81609112,0.793248945,,,,,
CC1=C(C2=C(C=CC=C2)N1CCCCC(O)=O)C1=CN=CC=C1,CC(=O)O[C@H]1CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CCC4=CC4=CN=CN=C4)[C@@H]3CC=C2C1,kidney,Rat,Human,0.101449275,0.604705632,0.793248945,,,,,
CCNC1=NC(SC)=NC(NC(C)(C)C)=N1,CCCCNC1=NC(NC(C)(C)C)=NC(Cl)=N1,kidney,Rat,Human,0.534482759,0.012257741,0.793248945,,,,,
OC1=C(OC2=CC=C(Cl)C=C2Cl)C=CC(Cl)=C1,CC1=CC(Cl)=C(C=C1Cl)C1=CC(Cl)=C(N)C=C1Cl,kidney,Rat,Human,0.25,0.286649734,0.793248945,,,,,
N#CSCSC1=NC2=CC=CC=C2S1,N#CSCSC#N,kidney,Rat,Human,0.224489796,0.891598046,0.793248945,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],kidney,Rat,Human,0.21,0.8048805,0.793248945,,,,,
[Na+].COC1=CC2=C(SC(C(=O)NC3=NN=N[N-]3)=C2OC(C)C)C=C1,[Na+].SCC1=CC=C2SC(C)C(=O)NC2=NC=C2N=C1C=CC=C2,kidney,Rat,Human,0.150442478,0.658209443,0.793248945,,,,,
CN(C)C(=O)NC1=CC=CC(=C1)C(F)(F)F,CC(C)(C)C1=C(O)N=C(N=C1[N+]([O-])=O)C(F)(F)F,kidney,Rat,Human,0.175675676,0.403375417,0.793248945,,,,,
NC1=C(Cl)C=C(C=C1)[N+]([O-])=O,CCN(CCC#N)C1=CC=C(C=C1)N=NC1=C(Cl)C=C(C=C1Cl)[N+]([O-])=O,kidney,Rat,Human,0.2625,0.42286703,0.793248945,,,,,
NC1=CC2=C(C=CC=C2)C=C1,O=CC1=CC=CC=C1C=O,kidney,Rat,Human,0.25,0.813529432,0.793248945,,,,,
CCCCOC(=O)C1=CC=C(O)C=C1,O=C([Hg]Cl)C(O)=O,kidney,Rat,Human,0.076923077,0.957619309,0.793248945,,,,,
O=P(OC1=CC=CC=C1)(OC1=CC=CC=C1)OC1=CC=CC=C1,F[Sn](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,kidney,Rat,Human,0.494117647,0.998416066,0.793248945,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C(=C1)C(F)(F)F,kidney,Rat,Human,0.272222222,0.521021008,0.793248945,,,,,
O=C1C=CC(=O)C2=C1C=CC=C2,N#CSCSC1=NC2=CC=CC=C2S1,prostate,Rat,Human,0.209677419,0.832851112,0.923913043,,,,,
COC1=CC(=CC=C1N)C1=CC(OC)=C(N)C=C1,COC1=CC(=CC=C1N)C1=CC(OCC)=C(N)C=C1,kidney,Rat,Human,0.807017544,0.086411789,0.793248945,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CCC2=O,kidney,Rat,Human,0.24742268,0.776734352,0.793248945,,,,,
CC1=CC(=CC=C1O)C(C)(C)C1=CC(C)=C(O)C=C1,CC1=CC(C)=CC=C1,prostate,Rat,Human,0.216666667,0.530688286,0.923913043,,,,,
CC\C(=C(\CC)C1=CC=C(O)C=C1)C1=CC=C(O)C=C1,OC1=CC=C(C=C1)C(=O)C1=CC=C(O)C(O)=C1,prostate,Rat,Human,0.430555556,0.740257919,0.923913043,,,,,
OC1=CC=C(C=C1)C(=O)OCC1=CC=CC=C1,OC1=CC=C(C=C1)C(=O)OCC(=O)C1=CC(O)=C(O)C(O)=C1,kidney,Rat,Human,0.397435897,0.900419712,0.793248945,,,,,
CCCOC(=O)C1=CC(O)=C(O)C(O)=C1,OC(=O)C1=CC(O)=C(O)C(O)=C1,brain,Rat,Human,0.577777778,0.69554621,1,,,,,
CCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,CC=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C,kidney,Rat,Human,0.702702703,0.049956135,0.793248945,,,,,
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC=C1,brain,Rat,Human,0.692307692,0.436668903,1,,,,,
CCOC(=O)CCC(=O)OCC,CC(C)=CCC\C(C)=C\COC(C)=O,prostate,Rat,Human,0.210526316,0.475310743,0.923913043,,,,,
C[C@H]1CCCC(=O)CCC\C=C\C2=C(C(O)=CC(O)=C2)C(=O)O1,C[C@]12CC[C@H]3[C@@H](CCC4=C3C=CC(O)=C4)[C@@H]1CC[C@@H]2O,kidney,Rat,Human,0.21,0.779802382,0.793248945,,,,,
CCN(CC)C(=O)C(C)OC1=C2C=CC=CC2=CC=C1,CC(C)=CCC1=CC=C2C(C)=CC=C12,kidney,Rat,Human,0.144578313,0.46832335,0.793248945,,,,,
CCCCCCCCCC1=CC=C(O)C=C1,OC1=CC=C(C=C1)C1=CC=C(O)C=C1,prostate,Rat,Human,0.228571429,0.537824988,0.923913043,,,,,
NC1=CC2=C(C=CC=C2)C=C1,[Na+].[O-][N+]1=C([S-])C=CC=C1,kidney,Rat,Human,0.195652174,0.738793731,0.793248945,,,,,
[Na+].NC1=C(\N=N\C2=CC=CC=C2C(F)(F)F)C2=C(C=C1)C=C(C=C2O)S([O-])(=O)=O,[Na+].[Na+].CN(C)C1=CC2=C(C=CC2=C1[N+]([O-])=O)\N=N/C1=C2C=CC=C12,kidney,Rat,Human,0.226086957,0.578526258,0.793248945,,,,,
COC1=CC2=C(C=CC(=O)O2)C(OC)=C1,ClCC(=O)C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(O)=CC=C4[C@H]3CC[C@]12C,kidney,Rat,Human,0.108910891,0.838403106,0.793248945,,,,,
OC(C1=CC=C(Cl)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl,ClC1=CC=C(C=C1)C(Cl)(C1=CN=CN=C1)C1=CC=CC=C1Cl,kidney,Rat,Human,0.8,0.706321597,0.793248945,,,,,
C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,[Na+].C[C@]12CC[C@H]3[C@@H](CCC4=C\C(CC[C@H]34)=N\O)[C@@H]1CC[C@@]2(O)C#C,prostate,Rat,Human,0.380434783,0.535910189,0.923913043,,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,O=C1NC2=CC=CC=C2C2=C1C=CC=C2,prostate,Rat,Human,0.571428571,0.473052621,0.923913043,,,,,
CCC1=C(OCC(O)=O)C=CC(SCC2=C(CN3CCN(CC3)C3=CC=C(OC)C=C3)N=C(S2)C2=CC=C(C=C2)C(F)(F)F)=C1,OC(=O)C(F)(F)F.COC1=CC(C2=C(CCC3CCCCC3)SC(NC(=O)C3=CC4=CC(C)=CC(C)=C4N3CC(O)=O)=N2)=C(OC)C=C1Cl,prostate,Rat,Human,0.231132075,0.787335873,0.923913043,,,,,
OC1=CC2=C(C=CC=C2)C2=CC=CC=C12,Cl.CN(C)CN1C2=CC=CC=C2SC2=C1C=CC=C2,prostate,Rat,Human,0.328767123,0.483138204,0.923913043,,,,,
